file, N, Y, Yl, Yh, state, mem, time
cnf/sundermann/business/erp_system/Pereira2016.cnf, 10000, 2.87946e+329, -3.2173e+329, 8.97622e+329, done, 1240752, 1.76586
cnf/sundermann/e_commerce/e_agribusiness/Pereira2016.cnf, 3384, 8.04939e+558, 6.71014e+558, 9.38864e+558, done, 1141272, 0.964521
cnf/sundermann/finance/FinancialServices01/Nieke2018-2018-05-09.cnf, 10000, 9.81912e+13, 6.68006e+13, 1.29582e+14, done, 1141714, 0.969079
cnf/sundermann/finance/bank/AlHajjaji2019.cnf, 239, 5.06022e+31, 4.26787e+31, 5.85257e+31, done, 1139789, 0.0181921
cnf/sundermann/automotive/automotive01/Kowal2016.cnf, 7302, 5.80492e+210, 4.83963e+210, 6.77021e+210, done, 1141039, 0.726435
cnf/sundermann/text/xtext/Mendonca2009.cnf, 34, 1.30793e+23, 1.13139e+23, 1.48447e+23, done, 1139789, 0.0174934
cnf/sundermann/deep_learning/cnn-architecture/Ghamizi2019-light.cnf, 10000, 1.3368e+185, 1.01045e+185, 1.66314e+185, done, 1140895, 0.690441
cnf/sundermann/security/CVE/VarelaVaca2020-2020-9372.cnf, 25, 844, 844, 844, done, 1140060, 0.0227257
cnf/sundermann/database/berkeleydb/Hierons2020.cnf, 25, 32, 32, 32, done, 1139924, 0.0182763
cnf/sundermann/hardware/pc-richmond/Sprey2020.cnf, 260, 3.27279e+21, 2.73656e+21, 3.80903e+21, done, 1140060, 0.0238661
cnf/sundermann/systems_software/innovator/Berger2013.cnf, 10000, 7.19238e+132, -7.59635e+132, 2.19811e+133, done, 1274732, 0.327753
cnf/sundermann/systems_software/innovator/Knüppel2017.cnf, 10000, 1.88705e+131, -1.99478e+130, 3.97359e+131, done, 1140469, 0.242149
cnf/sundermann/systems_software/aeb/Berger2013.cnf, 10000, 3.45872e+121, -2.48376e+120, 7.16581e+121, done, 1140613, 0.335264
cnf/sundermann/systems_software/aeb/Knüppel2017.cnf, 10000, 2.19053e+121, -1.51468e+120, 4.53252e+121, done, 1140469, 0.352243
cnf/sundermann/systems_software/stdeval1/Berger2013.cnf, 10000, 1.9793e+119, -5.62972e+118, 4.52157e+119, done, 1140785, 0.38324
cnf/sundermann/systems_software/stdeval1/Knüppel2017.cnf, 10000, 9.7549e+119, -7.89481e+119, 2.74046e+120, done, 1140494, 0.275483
cnf/sundermann/systems_software/iq80310/Berger2013.cnf, 10000, 6.23323e+126, 1.33071e+124, 1.24531e+127, done, 1207771, 0.440135
cnf/sundermann/systems_software/iq80310/Knüppel2017.cnf, 10000, 5.39337e+126, -5.74181e+125, 1.13609e+127, done, 1140609, 0.33713
cnf/sundermann/systems_software/pc_i82544/Berger2013.cnf, 10000, 1.38363e+127, -5.05306e+126, 3.27257e+127, done, 1706242, 0.336815
cnf/sundermann/systems_software/pc_i82544/Knüppel2017.cnf, 10000, 3.36547e+126, -1.66703e+126, 8.39798e+126, done, 1140658, 0.434168
cnf/sundermann/systems_software/sleb/Berger2013.cnf, 10000, 4.21646e+119, 2.46376e+118, 8.18654e+119, done, 1274884, 0.429288
cnf/sundermann/systems_software/sleb/Knüppel2017.cnf, 10000, 3.25115e+118, 4.03353e+117, 6.09896e+118, done, 1216806, 0.477119
cnf/sundermann/systems_software/aim711/Knüppel2017.cnf, 10000, 5.21779e+126, -6.10772e+126, 1.65433e+127, done, 1960620, 0.336146
cnf/sundermann/systems_software/olpcl2294/Berger2013.cnf, 10000, 2.65819e+127, 1.05763e+127, 4.25876e+127, done, 1140948, 0.460787
cnf/sundermann/systems_software/olpcl2294/Knüppel2017.cnf, 10000, 5.2635e+127, -3.42813e+127, 1.39551e+128, done, 1140789, 0.370717
cnf/sundermann/systems_software/h8300h_sim/Berger2013.cnf, 10000, 1.24888e+119, -2.91805e+117, 2.52694e+119, done, 1140625, 0.323859
cnf/sundermann/systems_software/h8300h_sim/Knüppel2017.cnf, 10000, 4.43955e+118, -2.40705e+118, 1.12862e+119, done, 1140641, 0.247604
cnf/sundermann/systems_software/eb55/Berger2013.cnf, 10000, 5.9582e+125, -2.52464e+125, 1.4441e+126, done, 1255845, 0.411048
cnf/sundermann/systems_software/eb55/Knüppel2017.cnf, 10000, 1.24462e+124, -3.31635e+123, 2.82087e+124, done, 1143357, 0.415044
cnf/sundermann/systems_software/tx39_sim/Berger2013.cnf, 10000, 4.22092e+119, 1.37091e+119, 7.07094e+119, done, 1140641, 0.295787
cnf/sundermann/systems_software/tx39_sim/Knüppel2017.cnf, 10000, 3.10734e+119, -1.06193e+119, 7.2766e+119, done, 1140609, 0.357283
cnf/sundermann/systems_software/nano/Berger2013.cnf, 10000, 6.93362e+128, -8.49652e+128, 2.23638e+129, done, 1581428, 0.354132
cnf/sundermann/systems_software/nano/Knüppel2017.cnf, 10000, 1.05843e+127, -1.16704e+127, 3.2839e+127, done, 1140736, 0.421448
cnf/sundermann/systems_software/lpcmt/Berger2013.cnf, 10000, 2.01963e+124, -2.00859e+123, 4.24011e+124, done, 1140768, 0.444278
cnf/sundermann/systems_software/lpcmt/Knüppel2017.cnf, 10000, 3.70181e+123, 6.31805e+122, 6.77182e+123, done, 1207590, 0.399176
cnf/sundermann/systems_software/windows/Mendonca2009-8.cnf, 10000, 3.95645e+53, 8.41671e+52, 7.07122e+53, done, 1140240, 0.341364
cnf/sundermann/systems_software/hs7729pci/Berger2013.cnf, 10000, 1.2041e+132, -1.29206e+132, 3.70025e+132, done, 1140785, 0.367985
cnf/sundermann/systems_software/hs7729pci/Knüppel2017.cnf, 10000, 2.69005e+121, -2.57172e+121, 7.95183e+121, done, 1207611, 0.30293
cnf/sundermann/systems_software/pc_vmWare/Berger2013.cnf, 10000, 1.78949e+126, -4.54641e+125, 4.03362e+126, done, 1140613, 0.43507
cnf/sundermann/systems_software/pc_vmWare/Knüppel2017.cnf, 10000, 1.63185e+125, -7.43557e+124, 4.00725e+125, done, 1140596, 0.378145
cnf/sundermann/systems_software/sam7ex256/Berger2013.cnf, 10000, 7.30345e+130, 1.33325e+130, 1.32736e+131, done, 1140920, 0.457523
cnf/sundermann/systems_software/sam7ex256/Knüppel2017.cnf, 10000, 4.42035e+131, -3.00969e+131, 1.18504e+132, done, 1140965, 0.424916
cnf/sundermann/systems_software/fads/Berger2013.cnf, 10000, 2.17082e+120, 7.81515e+119, 3.56012e+120, done, 1140482, 0.298631
cnf/sundermann/systems_software/fads/Knüppel2017.cnf, 10000, 3.09762e+120, -2.7848e+120, 8.98005e+120, done, 1140793, 0.308273
