file, N, Y, Yl, Yh, state, mem, time
cnf/plazar/Blasted_Real/blasted_case123.cnf, 537, 2.07858e+09, 1.19058e+09, 2.96658e+09, done, 1755799 , 0.1153201
cnf/plazar/Blasted_Real/blasted_case33.cnf, 25, 889.2, 717.057, 1061.34, done, 1139789 , 0.0740314
cnf/plazar/Blasted_Real/blasted_squaring26.cnf, 23, 2.83116e+07, 2.83116e+07, 2.83116e+07, done, 1174708 , 2.187712
cnf/plazar/Blasted_Real/blasted_case41.cnf, 10000, 5.55931e+16, 2.05209e+16, 9.06653e+16, done, 1436102 , 0.5802689
cnf/plazar/Blasted_Real/blasted_case119.cnf, 631, 3.55425e+13, 1.99371e+13, 5.1148e+13, done, 1140805 , 0.25788999999999995
cnf/plazar/Blasted_Real/blasted_case144.cnf, 5957, 4.2002e+24, 2.35643e+24, 6.04396e+24, done, 1142788 , 3.8044770000000003
cnf/plazar/Blasted_Real/blasted_case44.cnf, 63, 83456.3, 50699.4, 116213, done, 1897029 , 0.0844651
cnf/plazar/Blasted_Real/blasted_case46.cnf, 25, 41423.9, 10976.3, 71871.5, done, 1140064 , 0.08637399999999999
cnf/plazar/Blasted_Real/blasted_squaring11.cnf, 183, 1.04357e+11, 6.07213e+10, 1.47992e+11, done, 1529245 , 21.531920000000003
cnf/plazar/Blasted_Real/blasted_case134.cnf, 194, 218547, 122777, 314318, done, 1139789 , 0.0782834
cnf/plazar/Blasted_Real/blasted_case100.cnf, 186, 2.17469e+06, 1.24663e+06, 3.10275e+06, done, 1139789 , 0.0722901
cnf/plazar/Blasted_Real/blasted_case23.cnf, 51, 1825, 1238.71, 2411.29, done, 1139929 , 0.07734210000000001
cnf/plazar/Blasted_Real/blasted_case59.cnf, 25, 36426.2, 25699.7, 47152.8, done, 1139924 , 0.0732046
cnf/plazar/Blasted_Real/blasted_case_1_b11_1.cnf, 1495, 3.95692e+11, 2.23573e+11, 5.67811e+11, done, 1279848 , 0.46143770000000006
cnf/plazar/Blasted_Real/blasted_case39.cnf, 10000, 2.75015e+16, 7.19179e+15, 4.78112e+16, done, 1240973 , 0.63594
cnf/plazar/Blasted_Real/blasted_case29.cnf, 25, 218.24, 163.922, 272.558, done, 1311924 , 0.0734057
cnf/plazar/Blasted_Real/blasted_case_3_b14_1.cnf, 1262, 4.40705e+12, 2.44915e+12, 6.36496e+12, done, 1450913 , 0.18967499999999998
cnf/plazar/Blasted_Real/blasted_case211.cnf, 10000, 1.46806e+24, 7.11838e+23, 2.22429e+24, done, 1557315 , 15.575309999999998
cnf/plazar/Blasted_Real/blasted_case8.cnf, 201, 8.0263e+06, 4.81998e+06, 1.12326e+07, done, 1140060 , 0.0794139
cnf/plazar/Blasted_Real/blasted_case214.cnf, 10000, 1.38145e+23, 5.38137e+22, 2.22477e+23, done, 1141440 , 5.71368
cnf/plazar/Blasted_Real/blasted_case47.cnf, 132, 349384, 206669, 492099, done, 1139924 , 0.0782088
cnf/plazar/Blasted_Real/blasted_case_1_ptb_1.cnf, 56, 1.32108e+23, 6.56595e+22, 1.98556e+23, done, 1180745 , 2.392592
cnf/plazar/Blasted_Real/blasted_squaring21.cnf, 25, 7.97444e+06, 5.61297e+06, 1.03359e+07, done, 1210081 , 0.2798973
