file, N, Y, Yl, Yh, state, mem, time
cnf/sundermann/business/erp_system/Pereira2016.cnf, 10000, 6.7943e+333, -8.99477e+333, 2.25834e+334, done, 1177460, 0.942796
cnf/sundermann/e_commerce/e_agribusiness/Pereira2016.cnf, 10000, 6.24908e+558, 3.64611e+558, 8.85205e+558, done, 1141288, 3.16786
cnf/sundermann/finance/FinancialServices01/Nieke2018-2018-05-09.cnf, 10000, 8.48086e+13, 7.09494e+13, 9.86679e+13, done, 1141329, 0.578063
cnf/sundermann/finance/decisionmaking/AlHajjaji2019.cnf, 10000, 1.78571e+89, -5.40711e+88, 4.11212e+89, done, 12871344, 134.479
cnf/sundermann/finance/bank/AlHajjaji2019.cnf, 747, 4.96962e+31, 4.52244e+31, 5.41681e+31, done, 1139789, 0.0217456
cnf/sundermann/automotive/automotive01/Kowal2016.cnf, 10000, 4.20812e+210, 2.80198e+210, 5.61427e+210, done, 1140899, 0.840806
cnf/sundermann/deep_learning/cnn-architecture/Ghamizi2019-light.cnf, 10000, 1.21242e+185, 9.47363e+184, 1.47747e+185, done, 1140912, 0.638953
cnf/sundermann/security/CVE/VarelaVaca2020-2020-9372.cnf, 24, 844, 844, 844, done, 1140060, 0.022553
cnf/sundermann/database/berkeleydb/Hierons2020.cnf, 25, 32, 32, 32, done, 1139924, 0.0181895
cnf/sundermann/hardware/pc-richmond/Sprey2020.cnf, 1051, 3.14177e+21, 2.85808e+21, 3.42546e+21, done, 1140076, 0.0343846
cnf/sundermann/systems_software/innovator/Berger2013.cnf, 10000, 4.05005e+132, -3.02359e+132, 1.11237e+133, done, 1140801, 0.375738
cnf/sundermann/systems_software/innovator/Knüppel2017.cnf, 10000, 1.48159e+131, -3.82478e+130, 3.34566e+131, done, 1140797, 0.351221
cnf/sundermann/systems_software/aeb/Berger2013.cnf, 10000, 2.10572e+121, -3.48244e+120, 4.55968e+121, done, 1141219, 0.362328
cnf/sundermann/systems_software/aeb/Knüppel2017.cnf, 10000, 2.75654e+121, -1.43473e+121, 6.94781e+121, done, 1140473, 0.383976
cnf/sundermann/systems_software/stdeval1/Berger2013.cnf, 10000, 1.97888e+120, 3.9086e+119, 3.56691e+120, done, 1140805, 0.370388
cnf/sundermann/systems_software/stdeval1/Knüppel2017.cnf, 10000, 4.64558e+119, -7.74096e+118, 1.00653e+120, done, 1140633, 0.306371
cnf/sundermann/systems_software/iq80310/Berger2013.cnf, 10000, 1.17021e+127, -1.04833e+127, 3.38875e+127, done, 1140772, 0.393768
cnf/sundermann/systems_software/iq80310/Knüppel2017.cnf, 10000, 1.1979e+127, -9.06899e+126, 3.30271e+127, done, 1140621, 0.401211
cnf/sundermann/systems_software/pc_i82544/Berger2013.cnf, 10000, 1.19988e+127, -5.10351e+126, 2.91012e+127, done, 1140617, 0.376252
cnf/sundermann/systems_software/pc_i82544/Knüppel2017.cnf, 10000, 1.56238e+126, -2.34341e+125, 3.35911e+126, done, 2133647, 0.302066
cnf/sundermann/systems_software/sleb/Berger2013.cnf, 10000, 5.42421e+119, 5.97831e+118, 1.02506e+120, done, 1140920, 0.4395
cnf/sundermann/systems_software/sleb/Knüppel2017.cnf, 10000, 4.38722e+120, -5.6469e+120, 1.44213e+121, done, 1261363, 0.399339
