file,N,Y,Yl,Yh
cnf/soos/50-14-7-q.cnf.gz.no_w.cnf, 10000, 1.37553e+219, 1.30354e+219, 1.44752e+219
cnf/soos/or-100-10-1-UC-20.cnf.gz.no_w.cnf, 10000, 5.58919e+14, 4.20963e+14, 6.96874e+14
cnf/soos/blasted_case_0_ptb_1.cnf.gz.no_w.cnf, 10000, 2.99042e+26, 2.73981e+26, 3.24102e+26
cnf/soos/90-30-3-q.cnf.gz.no_w.cnf, 10000, 6.79344e+1047, 6.34165e+1047, 7.24524e+1047
cnf/soos/90-12-7-q.cnf.gz.no_w.cnf, 10000, 4.97808e+158, 4.93428e+158, 5.02187e+158
cnf/soos/or-100-20-3.cnf.gz.no_w.cnf, 10000, 4.20648e+29, 1.29798e+29, 7.11498e+29
cnf/soos/90-20-10-q.cnf.gz.no_w.cnf, 10000, 2.56249e+456, 2.36175e+456, 2.76324e+456
cnf/soos/or-100-20-4-UC-60.cnf.gz.no_w.cnf, 10000, 1.25525e+13, 1.09817e+13, 1.41234e+13
cnf/soos/or-70-20-9.cnf.gz.no_w.cnf, 10000, 5.2271e+20, 2.94216e+20, 7.51204e+20
cnf/soos/90-22-9-q.cnf.gz.no_w.cnf, 10000, 6.93506e+555, 6.60696e+555, 7.26315e+555
cnf/soos/or-50-5-9-UC-40.cnf.gz.no_w.cnf, 10000, 7131.65, 7042.44, 7220.86
cnf/soos/or-100-5-3-UC-40.cnf.gz.no_w.cnf, 10000, 1.88547e+11, 1.83674e+11, 1.9342e+11
cnf/soos/90-50-1-q.cnf.gz.no_w.cnf, 8021, 1.74
cnf/soos/blasted_case112.cnf.gz.no_w.cnf, 10000, 31944.8, 31035.9, 32853.8
cnf/soos/75-19-7-q.cnf.gz.no_w.cnf, 10000, 6.44187e+411, 6.26917e+411, 6.61457e+411
cnf/soos/blasted_case105.cnf.gz.no_w.cnf, 10000, 2.19202e+12, 1.78168e+12, 2.60236e+12
cnf/soos/s5378a_3_2.cnf.gz.no_w.cnf, 10000, 2.41809e+62, 1.03921e+62, 3.79697e+62
cnf/soos/blasted_case128.cnf.gz.no_w.cnf, 10000, 63.9234, 63.215, 64.6318
cnf/soos/or-60-10-10-UC-30.cnf.gz.no_w.cnf, 10000, 7.09761e+07, 6.72401e+07, 7.47121e+07
cnf/soos/blasted_case63.cnf.gz.no_w.cnf, 10000, 35410.6, 34672.6, 36148.5
cnf/soos/or-50-20-1-UC-40.cnf.gz.no_w.cnf, 10000, 9.64752e+06, 9.16255e+06, 1.01325e+07
cnf/soos/or-70-5-9-UC-30.cnf.gz.no_w.cnf, 10000, 976460, 953955, 998965
cnf/soos/75-23-9-q.cnf.gz.no_w.cnf, 10000, 6.06469e+608, 5.76921e+608, 6.36016e+608
cnf/soos/or-100-10-5-UC-50.cnf.gz.no_w.cnf, 10000, 1.13673e+11, 1.09956e+11, 1.17391e+11
cnf/soos/s1423a_7_4.cnf.gz.no_w.cnf, 10000, 1.62538e+27, 9.74092e+26, 2.27667e+27
cnf/soos/or-70-20-7-UC-30.cnf.gz.no_w.cnf, 10000, 4.42468e+10, 3.81697e+10, 5.0324e+10
cnf/soos/blasted_case_3_4_b14_even.cnf.gz.no_w.cnf, 10000, 2.54677e+41, -7.16158e+40, 5.80971e+41
cnf/soos/90-18-7-q.cnf.gz.no_w.cnf, 10000, 3.62783e+368, 3.62743e+368, 3.62822e+368
cnf/soos/or-60-10-10-UC-20.cnf.gz.no_w.cnf, 10000, 2.65185e+11, 2.33799e+11, 2.96572e+11
cnf/soos/or-100-20-2-UC-60.cnf.gz.no_w.cnf, 10000, 2.13015e+18, 1.64078e+18, 2.61953e+18
cnf/soos/90-21-1-q.cnf.gz.no_w.cnf, 10000, 5.37518e+505, 5.37518e+505, 5.37518e+505
cnf/soos/75-20-7-q.cnf.gz.no_w.cnf, 10000, 3.62019e+457, 3.4867e+457, 3.75368e+457
cnf/soos/or-60-10-10-UC-10.cnf.gz.no_w.cnf, 10000, 4.05743e+15, 2.22542e+15, 5.88943e+15
cnf/soos/or-60-20-1.cnf.gz.no_w.cnf, 10000, 6.80311e+17, 1.69303e+17, 1.19132e+18
cnf/soos/or-60-20-8-UC-20.cnf.gz.no_w.cnf, 10000, 5.30788e+09, 4.12445e+09, 6.49131e+09
cnf/soos/90-46-2-q.cnf.gz.no_w.cnf, 10000, 1.91572e+2492, 1.12639e+2492, 2.70504e+2492
cnf/soos/s953a_15_7.cnf.gz.no_w.cnf, 10000, 1.07642e+13, 1.06359e+13, 1.08925e+13
cnf/soos/50-18-10-q.cnf.gz.no_w.cnf, 10000, 5.07926e+368, 4.825e+368, 5.33352e+368
cnf/soos/or-70-20-3.cnf.gz.no_w.cnf, 10000, 1.86875e+21, -1.14597e+21, 4.88348e+21
cnf/soos/or-50-5-10-UC-10.cnf.gz.no_w.cnf, 10000, 5.28122e+09, 3.33532e+09, 7.22713e+09
cnf/soos/90-16-2-q.cnf.gz.no_w.cnf, 10000, 1.05207e+289, 1.0503e+289, 1.05384e+289
cnf/soos/90-18-5-q.cnf.gz.no_w.cnf, 10000, 4.35032e+368, 4.30759e+368, 4.39304e+368
cnf/soos/or-50-5-4-UC-20.cnf.gz.no_w.cnf, 10000, 2.41974e+12, 1.53537e+12, 3.3041e+12
cnf/soos/75-19-4-q.cnf.gz.no_w.cnf, 10000, 6.47071e+411, 6.31603e+411, 6.62539e+411
cnf/soos/blasted_case_3_b14_1.cnf.gz.no_w.cnf, 10000, 4.21474e+12, 3.65964e+12, 4.76984e+12
cnf/soos/blasted_squaring11.cnf.gz.no_w.cnf, 10000, 4.44776e+11, 6.55522e+10, 8.24e+11
cnf/soos/or-60-20-1-UC-40.cnf.gz.no_w.cnf, 10000, 7.00547e+08, 6.7243e+08, 7.28664e+08
cnf/soos/or-60-5-1-UC-10.cnf.gz.no_w.cnf, 10000, 4.50903e+11, 2.61618e+11, 6.40188e+11
cnf/soos/or-60-20-9-UC-10.cnf.gz.no_w.cnf, 10000, 1.84985e+13, 1.29037e+13, 2.40933e+13
cnf/soos/75-19-6-q.cnf.gz.no_w.cnf, 10000, 6.48111e+411, 6.23161e+411, 6.73061e+411
cnf/soos/blasted_case106.cnf.gz.no_w.cnf, 10000, 4.58312e+12, 3.80117e+12, 5.36508e+12
cnf/soos/or-60-20-6-UC-20.cnf.gz.no_w.cnf, 10000, 4.39403e+13, 3.67033e+13, 5.11774e+13
cnf/soos/75-24-7-q.cnf.gz.no_w.cnf, 10000, 6.87424e+664, 6.46417e+664, 7.2843e+664
cnf/soos/or-60-20-4-UC-10.cnf.gz.no_w.cnf, 10000, 9.34004e+16, -8.97027e+14, 1.87698e+17
cnf/soos/90-10-3-q.cnf.gz.no_w.cnf, 10000, 1.91032e+108, 1.89717e+108, 1.92347e+108
cnf/soos/blasted_case62.cnf.gz.no_w.cnf, 10000, 1.05086e+09, 1.01593e+09, 1.08578e+09
cnf/soos/75-14-4-q.cnf.gz.no_w.cnf, 10000, 1.40981e+219, 1.37044e+219, 1.44919e+219
cnf/soos/or-60-20-1-UC-20.cnf.gz.no_w.cnf, 10000, 3.67422e+11, 3.28957e+11, 4.05887e+11
cnf/soos/or-100-5-10-UC-30.cnf.gz.no_w.cnf, 10000, 1.37551e+11, 1.35471e+11, 1.39631e+11
cnf/soos/90-26-6-q.cnf.gz.no_w.cnf, 10000, 4.77407e+782, 4.40504e+782, 5.1431e+782
cnf/soos/50-10-3-q.cnf.gz.no_w.cnf, 10000, 2.33179e+108, 2.28572e+108, 2.37785e+108
cnf/soos/blasted_case1_b14_even3.cnf.gz.no_w.cnf, 10000, 3.85865e+36, 1.81134e+36, 5.90596e+36
cnf/soos/90-16-4-q.cnf.gz.no_w.cnf, 10000, 9.74012e+288, 9.5244e+288, 9.95584e+288
cnf/soos/or-60-5-1-UC-20.cnf.gz.no_w.cnf, 10000, 8.13348e+09, 7.20232e+09, 9.06463e+09
cnf/soos/or-100-20-9-UC-30.cnf.gz.no_w.cnf, 10000, 2.68023e+17, 2.07529e+17, 3.28517e+17
cnf/soos/or-100-10-5-UC-20.cnf.gz.no_w.cnf, 10000, 4.27808e+18, 3.23379e+18, 5.32237e+18
cnf/soos/90-12-1-q.cnf.gz.no_w.cnf, 10000, 1.42788e+159, 1.42788e+159, 1.42788e+159
cnf/soos/s1488_3_2.cnf.gz.no_w.cnf, 10000, 3224, 3224, 3224
cnf/soos/90-21-9-q.cnf.gz.no_w.cnf, 10000, 6.71897e+505, 6.71897e+505, 6.71897e+505
cnf/soos/tire-4.cnf.gz.no_w.cnf, 10000, 1.02558e+14, 9.82685e+13, 1.06847e+14
cnf/soos/75-24-3-q.cnf.gz.no_w.cnf, 10000, 4.72605e+664, 4.421e+664, 5.03109e+664
cnf/soos/or-60-10-2.cnf.gz.no_w.cnf, 10000, 7.04751e+17, 4.3024e+17, 9.79263e+17
cnf/soos/90-38-10-q.cnf.gz.no_w.cnf, 10000, 9.76752e+1692, 9.45183e+1692, 1.00832e+1693
cnf/soos/or-60-5-8-UC-20.cnf.gz.no_w.cnf, 10000, 6.85142e+07, 6.31353e+07, 7.38931e+07
cnf/soos/or-60-10-4.cnf.gz.no_w.cnf, 10000, 2.62163e+18, -1.89926e+18, 7.14251e+18
cnf/soos/75-10-10-q.cnf.gz.no_w.cnf, 10000, 5.01366e+107, 4.85011e+107, 5.1772e+107
cnf/soos/90-20-6-q.cnf.gz.no_w.cnf, 10000, 1.84328e+457, 1.79338e+457, 1.89318e+457
cnf/soos/or-50-20-5-UC-30.cnf.gz.no_w.cnf, 10000, 8.60938e+08, 7.48796e+08, 9.7308e+08
cnf/soos/or-100-5-4-UC-20.cnf.gz.no_w.cnf, 10000, 2.75767e+20, 1.26928e+20, 4.24605e+20
cnf/soos/or-60-20-3-UC-40.cnf.gz.no_w.cnf, 10000, 5.82924e+08, 5.50774e+08, 6.15074e+08
cnf/soos/blasted_case1.cnf.gz.no_w.cnf, 10000, 130573, 129169, 131976
cnf/soos/90-50-4-q.cnf.gz.no_w.cnf, 10000, 1.22986e+2950, 7.76357e+2949, 1.68337e+2950
cnf/soos/or-70-20-1-UC-20.cnf.gz.no_w.cnf, 10000, 8.83825e+12, 7.58298e+12, 1.00935e+13
cnf/soos/or-60-10-4-UC-20.cnf.gz.no_w.cnf, 10000, 5.24288e+08, 4.81061e+08, 5.67516e+08
cnf/soos/or-100-5-3-UC-50.cnf.gz.no_w.cnf, 10000, 4.29478e+09, 4.24328e+09, 4.34628e+09
cnf/soos/s713_15_7.cnf.gz.no_w.cnf, 10000, 1.03735e+16, 7.04089e+15, 1.37062e+16
cnf/soos/90-38-6-q.cnf.gz.no_w.cnf, 10000, 5.15852e+1691, 4.21253e+1691, 6.10451e+1691
cnf/soos/blasted_case_1_b14_2.cnf.gz.no_w.cnf, 10000, 1.17423e+12, 1.02514e+12, 1.32333e+12
cnf/soos/blasted_case116.cnf.gz.no_w.cnf, 10000, 3.37914e+07, 3.23393e+07, 3.52434e+07
cnf/soos/90-21-8-q.cnf.gz.no_w.cnf, 
cnf/soos/90-25-6-q.cnf.gz.no_w.cnf, 10000, 1.54279e+722, 1.45726e+722, 1.62832e+722
cnf/soos/90-20-2-q.cnf.gz.no_w.cnf, 10000, 7.25892e+457, 6.94959e+457, 7.56825e+457
cnf/soos/or-100-10-9-UC-10.cnf.gz.no_w.cnf, 10000, 3.58476e+26, 8.28822e+25, 6.3407e+26
cnf/soos/or-50-20-8-UC-30.cnf.gz.no_w.cnf, 10000, 8.98772e+06, 7.92479e+06, 1.00507e+07
cnf/soos/90-19-10-q.cnf.gz.no_w.cnf, 10000, 6.48018e+411, 6.30079e+411, 6.65956e+411
cnf/soos/or-70-5-7-UC-20.cnf.gz.no_w.cnf, 10000, 1.01185e+13, 7.82622e+12, 1.24107e+13
cnf/soos/s838_7_4.cnf.gz.no_w.cnf, 10000, 4.18577e+19, 3.22393e+19, 5.14761e+19
cnf/soos/75-18-4-q.cnf.gz.no_w.cnf, 10000, 7.24655e+367, 7.20333e+367, 7.28978e+367
cnf/soos/or-50-10-5-UC-20.cnf.gz.no_w.cnf, 10000, 1.95645e+11, 1.49718e+11, 2.41572e+11
cnf/soos/or-100-10-3-UC-30.cnf.gz.no_w.cnf, 10000, 1.64216e+14, 1.4121e+14, 1.87222e+14
cnf/soos/or-50-20-3.cnf.gz.no_w.cnf, 10000, 1.53584e+15, 2.20845e+14, 2.85084e+15
cnf/soos/blasted_case55.cnf.gz.no_w.cnf, 10000, 1.04747e+06, 1.03421e+06, 1.06074e+06
cnf/soos/90-22-8-q.cnf.gz.no_w.cnf, 
cnf/soos/75-12-1-q.cnf.gz.no_w.cnf, 10000, 3.0502e+158, 2.95126e+158, 3.14914e+158
cnf/soos/75-12-4-q.cnf.gz.no_w.cnf, 10000, 4.44369e+158, 4.39022e+158, 4.49716e+158
cnf/soos/or-60-20-6-UC-10.cnf.gz.no_w.cnf, 10000, 2.57421e+16, 1.15411e+16, 3.9943e+16
cnf/soos/or-100-10-1-UC-10.cnf.gz.no_w.cnf, 10000, 8.5047e+22, 3.61031e+22, 1.33991e+23
cnf/soos/or-100-10-10.cnf.gz.no_w.cnf, 10000, 3.56391e+29, 3.86058e+28, 6.74176e+29
cnf/soos/blasted_case204.cnf.gz.no_w.cnf, 10000, 6.79174e+13, 5.44982e+13, 8.13366e+13
cnf/soos/75-25-10-q.cnf.gz.no_w.cnf, 10000, 2.96026e+722, 2.87e+722, 3.05053e+722
cnf/soos/or-50-5-3-UC-20.cnf.gz.no_w.cnf, 10000, 1.08198e+06, 1.05636e+06, 1.10759e+06
cnf/soos/or-50-20-1-UC-10.cnf.gz.no_w.cnf, 10000, 4.94257e+13, 3.32921e+13, 6.55592e+13
cnf/soos/blasted_case_2_b14_2.cnf.gz.no_w.cnf, 10000, 1.23187e+12, 1.02531e+12, 1.43843e+12
cnf/soos/90-16-3-q.cnf.gz.no_w.cnf, 10000, 5.42195e+288, 5.27359e+288, 5.5703e+288
cnf/soos/75-24-4-q.cnf.gz.no_w.cnf, 10000, 8.6426e+664, 8.47482e+664, 8.81037e+664
cnf/soos/or-100-5-5-UC-50.cnf.gz.no_w.cnf, 10000, 3.73937e+08, 3.70861e+08, 3.77013e+08
cnf/soos/or-100-10-7.cnf.gz.no_w.cnf, 10000, 4.57622e+30, -4.89618e+30, 1.40486e+31
cnf/soos/90-19-6-q.cnf.gz.no_w.cnf, 10000, 8.43203e+411, 8.31813e+411, 8.54593e+411
cnf/soos/or-70-20-9-UC-10.cnf.gz.no_w.cnf, 10000, 4.68877e+13, 3.50769e+13, 5.86985e+13
cnf/soos/or-60-20-1-UC-30.cnf.gz.no_w.cnf, 10000, 3.53121e+09, 3.32139e+09, 3.74103e+09
cnf/soos/75-20-1-q.cnf.gz.no_w.cnf, 10000, 3.63359e+457, 3.50353e+457, 3.76365e+457
cnf/soos/75-12-9-q.cnf.gz.no_w.cnf, 10000, 8.76079e+158, 8.58895e+158, 8.93262e+158
cnf/soos/50-10-8-q.cnf.gz.no_w.cnf, 10000, 2.32482e+108, 2.28131e+108, 2.36834e+108
cnf/soos/s526_3_2.cnf.gz.no_w.cnf, 10000, 4.20687e+06, 4.11626e+06, 4.29749e+06
cnf/soos/50-14-8-q.cnf.gz.no_w.cnf, 10000, 1.43826e+219, 1.40781e+219, 1.46871e+219
cnf/soos/or-50-10-6-UC-30.cnf.gz.no_w.cnf, 10000, 6.04519e+08, 5.10882e+08, 6.98156e+08
cnf/soos/or-60-20-8.cnf.gz.no_w.cnf, 10000, 8.29668e+17, 3.84275e+17, 1.27506e+18
cnf/soos/or-60-5-3-UC-20.cnf.gz.no_w.cnf, 10000, 2.84094e+12, 1.23555e+12, 4.44634e+12
cnf/soos/or-50-20-7-UC-40.cnf.gz.no_w.cnf, 10000, 559876, 543197, 576556
cnf/soos/blasted_case135.cnf.gz.no_w.cnf, 10000, 2.10314e+06, 2.00176e+06, 2.20453e+06
cnf/soos/or-100-20-7-UC-40.cnf.gz.no_w.cnf, 10000, 1.01981e+17, 7.51069e+16, 1.28855e+17
cnf/soos/or-60-10-9-UC-20.cnf.gz.no_w.cnf, 10000, 9.27533e+08, 8.77079e+08, 9.77988e+08
cnf/soos/75-21-4-q.cnf.gz.no_w.cnf, 10000, 5.35088e+505, 5.23316e+505, 5.46861e+505
cnf/soos/or-70-5-6-UC-10.cnf.gz.no_w.cnf, 10000, 2.16079e+17, 1.43663e+17, 2.88494e+17
cnf/soos/or-70-10-2-UC-20.cnf.gz.no_w.cnf, 10000, 9.1355e+13, 7.93008e+13, 1.03409e+14
cnf/soos/or-70-10-8.cnf.gz.no_w.cnf, 10000, 7.82183e+20, 4.8267e+20, 1.08169e+21
cnf/soos/90-25-4-q.cnf.gz.no_w.cnf, 10000, 4.45854e+722, 4.42691e+722, 4.49016e+722
cnf/soos/blasted_squaring25.cnf.gz.no_w.cnf, 10000, 2.83117e+07, 2.82138e+07, 2.84095e+07
cnf/soos/50-12-5-q.cnf.gz.no_w.cnf, 10000, 8.96941e+158, 8.51279e+158, 9.42602e+158
cnf/soos/50-10-2-q.cnf.gz.no_w.cnf, 10000, 2.34672e+108, 2.31622e+108, 2.37722e+108
cnf/soos/80.sk_2_48.cnf.gz.no_w.cnf, 10000, 1.10209e+12, 1.07879e+12, 1.12539e+12
cnf/soos/75-22-2-q.cnf.gz.no_w.cnf, 10000, 3.42029e+556, 3.32303e+556, 3.51755e+556
cnf/soos/or-50-10-2-UC-10.cnf.gz.no_w.cnf, 10000, 7.30552e+09, 5.97949e+09, 8.63155e+09
cnf/soos/or-50-5-3.cnf.gz.no_w.cnf, 10000, 1.03819e+15, 7.43289e+14, 1.3331e+15
cnf/soos/or-60-20-10.cnf.gz.no_w.cnf, 10000, 5.32788e+17, 3.18946e+17, 7.4663e+17
cnf/soos/90-16-5-q.cnf.gz.no_w.cnf, 10000, 9.78445e+288, 9.66645e+288, 9.90245e+288
cnf/soos/or-50-5-5-UC-30.cnf.gz.no_w.cnf, 10000, 263071, 254674, 271469
cnf/soos/or-100-20-10-UC-40.cnf.gz.no_w.cnf, 10000, 1.17039e+17, 8.25499e+16, 1.51529e+17
cnf/soos/75-17-8-q.cnf.gz.no_w.cnf, 10000, 3.29152e+327, 3.15903e+327, 3.42402e+327
cnf/soos/blasted_squaring5.cnf.gz.no_w.cnf, 10000, 6.49409e+10, 6.0315e+10, 6.95668e+10
cnf/soos/or-70-10-6-UC-20.cnf.gz.no_w.cnf, 10000, 7.77936e+12, 3.69469e+12, 1.1864e+13
cnf/soos/or-70-5-7-UC-30.cnf.gz.no_w.cnf, 10000, 2.33457e+08, 2.2831e+08, 2.38604e+08
cnf/soos/75-18-5-q.cnf.gz.no_w.cnf, 10000, 2.90123e+368, 2.8245e+368, 2.97796e+368
cnf/soos/or-100-5-5-UC-20.cnf.gz.no_w.cnf, 10000, 4.24299e+18, 3.11038e+18, 5.37561e+18
cnf/soos/90-21-4-q.cnf.gz.no_w.cnf, 
cnf/soos/90-25-1-q.cnf.gz.no_w.cnf, 10000, 1.49206e+722, 1.44243e+722, 1.54169e+722
cnf/soos/or-100-5-3-UC-30.cnf.gz.no_w.cnf, 10000, 4.14464e+12, 3.6354e+12, 4.65388e+12
cnf/soos/or-60-10-9-UC-10.cnf.gz.no_w.cnf, 10000, 5.2791e+11, 4.20344e+11, 6.35475e+11
cnf/soos/27.sk_3_32.cnf.gz.no_w.cnf, 10000, 6.71089e+07, 6.71089e+07, 6.71089e+07
cnf/soos/or-60-20-7-UC-40.cnf.gz.no_w.cnf, 10000, 1.16412e+08, 1.08488e+08, 1.24337e+08
cnf/soos/90-25-7-q.cnf.gz.no_w.cnf, 10000, 7.32982e+721, 7.14774e+721, 7.5119e+721
cnf/soos/90-21-5-q.cnf.gz.no_w.cnf, 10000, 2.33851e+505, 2.28286e+505, 2.39416e+505
cnf/soos/or-100-20-6-UC-50.cnf.gz.no_w.cnf, 10000, 1.86094e+13, 1.67226e+13, 2.04961e+13
cnf/soos/blasted_squaring29.cnf.gz.no_w.cnf, 10000, 7.99477e+07, 7.87947e+07, 8.11006e+07
cnf/soos/blasted_case24.cnf.gz.no_w.cnf, 10000, 256.246, 253.022, 259.47
cnf/soos/77.sk_3_44.cnf.gz.no_w.cnf, 10000, 1.82938e+10, 1.80814e+10, 1.85061e+10
cnf/soos/or-70-10-8-UC-30.cnf.gz.no_w.cnf, 10000, 516199, 508646, 523753
cnf/soos/or-100-5-4-UC-40.cnf.gz.no_w.cnf, 10000, 9.61068e+08, 9.2684e+08, 9.95295e+08
cnf/soos/50-16-5-q.cnf.gz.no_w.cnf, 10000, 9.62334e+288, 9.13812e+288, 1.01086e+289
cnf/soos/4step.cnf.gz.no_w.cnf, 10000, 86225.6, 83287.1, 89164
cnf/soos/s953a_3_2.cnf.gz.no_w.cnf, 10000, 9.0851e+12, 8.95564e+12, 9.21457e+12
cnf/soos/blasted_case58.cnf.gz.no_w.cnf, 10000, 35455.2, 34973, 35937.4
cnf/soos/or-50-10-4-UC-30.cnf.gz.no_w.cnf, 10000, 4.93609e+07, 4.3813e+07, 5.49089e+07
cnf/soos/or-60-5-1.cnf.gz.no_w.cnf, 10000, 8.85102e+17, 3.96106e+17, 1.3741e+18
cnf/soos/or-70-20-8-UC-20.cnf.gz.no_w.cnf, 10000, 5.35717e+17, 3.5566e+17, 7.15774e+17
cnf/soos/50-16-6-q.cnf.gz.no_w.cnf, 10000, 4.85058e+288, 4.61065e+288, 5.09052e+288
cnf/soos/s420_new_7_4.cnf.gz.no_w.cnf, 10000, 8.25212e+09, 7.55277e+09, 8.95146e+09
cnf/soos/or-60-10-1-UC-40.cnf.gz.no_w.cnf, 10000, 1.94221e+08, 1.74187e+08, 2.14255e+08
cnf/soos/50-10-9-q.cnf.gz.no_w.cnf, 10000, 2.33391e+108, 2.29975e+108, 2.36807e+108
cnf/soos/or-50-20-10-UC-40.cnf.gz.no_w.cnf, 10000, 6.72721e+06, 6.30919e+06, 7.14523e+06
cnf/soos/75-19-2-q.cnf.gz.no_w.cnf, 10000, 1.51432e+411, 1.41818e+411, 1.61045e+411
cnf/soos/or-60-20-5.cnf.gz.no_w.cnf, 10000, 6.64364e+17, 4.19274e+17, 9.09455e+17
cnf/soos/90-30-9-q.cnf.gz.no_w.cnf, 10000, 4.39289e+1047, 4.12644e+1047, 4.65933e+1047
cnf/soos/06A-2.cnf.gz.no_w.cnf, 10000, 6.6572e+10, 6.6572e+10, 6.6572e+10
cnf/soos/90-17-5-q.cnf.gz.no_w.cnf, 10000, 6.60719e+327, 6.52855e+327, 6.68583e+327
cnf/soos/blasted_case201.cnf.gz.no_w.cnf, 10000, 4.13996e+12, 3.22704e+12, 5.05288e+12
cnf/soos/or-100-20-7-UC-30.cnf.gz.no_w.cnf, 10000, 3.82464e+17, 2.70362e+17, 4.94566e+17
cnf/soos/or-100-20-3-UC-30.cnf.gz.no_w.cnf, 10000, 7.66446e+19, 4.47046e+19, 1.08585e+20
cnf/soos/blasted_case209.cnf.gz.no_w.cnf, 10000, 3.68438e+26, 2.64389e+26, 4.72487e+26
cnf/soos/or-100-10-6-UC-10.cnf.gz.no_w.cnf, 10000, 2.10606e+24, 1.12693e+24, 3.08518e+24
cnf/soos/90-42-5-q.cnf.gz.no_w.cnf, 10000, 3.60597e+2073, 1.83857e+2073, 5.37338e+2073
cnf/soos/90-26-3-q.cnf.gz.no_w.cnf, 10000, 1.11444e+782, 1.02587e+782, 1.20301e+782
cnf/soos/or-60-10-2-UC-40.cnf.gz.no_w.cnf, 10000, 884700, 858375, 911025
cnf/soos/or-70-5-3-UC-10.cnf.gz.no_w.cnf, 10000, 1.06057e+09, 9.06452e+08, 1.21469e+09
cnf/soos/or-70-10-3.cnf.gz.no_w.cnf, 10000, 6.68021e+20, 1.82971e+20, 1.15307e+21
cnf/soos/90-23-7-q.cnf.gz.no_w.cnf, 10000, 1.88422e+609, 1.79409e+609, 1.97434e+609
cnf/soos/or-60-20-4-UC-30.cnf.gz.no_w.cnf, 10000, 4.45488e+12, 3.4365e+12, 5.47325e+12
cnf/soos/blasted_case127.cnf.gz.no_w.cnf, 10000, 63.7772, 63.0663, 64.4881
cnf/soos/90-22-4-q.cnf.gz.no_w.cnf, 10000, 9.86568e+555, 9.4327e+555, 1.02987e+556
cnf/soos/s713_7_4.cnf.gz.no_w.cnf, 10000, 1.10847e+16, 7.91337e+15, 1.42561e+16
cnf/soos/or-70-10-1-UC-40.cnf.gz.no_w.cnf, 10000, 1.94547e+08, 1.84746e+08, 2.04348e+08
cnf/soos/or-100-5-6.cnf.gz.no_w.cnf, 10000, 2.58172e+29, 1.54199e+29, 3.62145e+29
cnf/soos/or-50-20-9-UC-40.cnf.gz.no_w.cnf, 10000, 1.22348e+07, 1.169e+07, 1.27796e+07
cnf/soos/s641_15_7.cnf.gz.no_w.cnf, 10000, 1.05144e+16, 7.26981e+15, 1.37589e+16
cnf/soos/90-17-3-q.cnf.gz.no_w.cnf, 10000, 3.40491e+327, 3.32464e+327, 3.48519e+327
cnf/soos/blasted_case38.cnf.gz.no_w.cnf, 10000, 4103.95, 4050.17, 4157.74
cnf/soos/or-60-5-5-UC-30.cnf.gz.no_w.cnf, 10000, 1.3159e+07, 1.28922e+07, 1.34258e+07
cnf/soos/or-100-10-2-UC-20.cnf.gz.no_w.cnf, 10000, 8.32434e+17, 3.11243e+17, 1.35363e+18
cnf/soos/tire-1.cnf.gz.no_w.cnf, 10000, 7.63262e+08, 7.30143e+08, 7.9638e+08
cnf/soos/s526a_7_4.cnf.gz.no_w.cnf, 10000, 7.29034e+06, 6.9894e+06, 7.59128e+06
cnf/soos/blasted_case9.cnf.gz.no_w.cnf, 10000, 4.6778e+14, 3.47164e+14, 5.88396e+14
cnf/soos/08A-2.cnf.gz.no_w.cnf, 10000, 8.6338e+11, 8.6236e+11, 8.644e+11
cnf/soos/75-15-2-q.cnf.gz.no_w.cnf, 10000, 7.30783e+252, 7.05731e+252, 7.55835e+252
cnf/soos/or-50-5-7-UC-30.cnf.gz.no_w.cnf, 10000, 3.0627e+06, 2.92803e+06, 3.19736e+06
cnf/soos/or-50-10-5-UC-10.cnf.gz.no_w.cnf, 10000, 9.94907e+11, 7.79411e+11, 1.2104e+12
cnf/soos/or-100-10-10-UC-10.cnf.gz.no_w.cnf, 10000, 4.76267e+24, 3.06078e+24, 6.46456e+24
cnf/soos/s298_15_7.cnf.gz.no_w.cnf, 10000, 66737.9, 65350.8, 68125
cnf/soos/or-70-20-6-UC-20.cnf.gz.no_w.cnf, 10000, 3.46945e+13, 2.69151e+13, 4.24739e+13
cnf/soos/75-10-1-q.cnf.gz.no_w.cnf, 10000, 7.30112e+106, 7.15768e+106, 7.44457e+106
cnf/soos/or-50-20-7-UC-30.cnf.gz.no_w.cnf, 10000, 5.57343e+07, 5.18602e+07, 5.96084e+07
cnf/soos/or-70-10-4-UC-30.cnf.gz.no_w.cnf, 10000, 3.75199e+14, 2.50559e+14, 4.99838e+14
cnf/soos/or-50-10-5-UC-30.cnf.gz.no_w.cnf, 10000, 2.15165e+10, 1.69963e+10, 2.60367e+10
cnf/soos/75-19-3-q.cnf.gz.no_w.cnf, 10000, 7.06669e+410, 6.76117e+410, 7.37221e+410
cnf/soos/blasted_squaring9.cnf.gz.no_w.cnf, 10000, 2.23211e+11, 1.48365e+11, 2.98057e+11
cnf/soos/50-18-1-q.cnf.gz.no_w.cnf, 10000, 2.84601e+368, 2.72156e+368, 2.97046e+368
cnf/soos/s510_7_4.cnf.gz.no_w.cnf, 10000, 1.52606e+07, 1.49477e+07, 1.55735e+07
cnf/soos/or-60-10-6.cnf.gz.no_w.cnf, 10000, 2.47657e+18, -1.1013e+18, 6.05444e+18
