file, #m
r30c100/30.100.134.cnf, 4138
r30c100/30.100.18.cnf, 2480
r30c100/30.100.82.cnf, 7639
r30c100/30.100.78.cnf, 82
r30c100/30.100.71.cnf, 58
r30c100/30.100.195.cnf, 3841
r30c100/30.100.87.cnf, 213
r30c100/30.100.204.cnf, 6191
r30c100/30.100.150.cnf, 1581
r30c100/30.100.153.cnf, 617
r30c100/30.100.116.cnf, 262
r30c100/30.100.68.cnf, 142
r30c100/30.100.159.cnf, 1222
r30c100/30.100.79.cnf, 281
r30c100/30.100.186.cnf, 59
r30c100/30.100.106.cnf, 2440
r30c100/30.100.147.cnf, 5009
r30c100/30.100.236.cnf, 2021
r30c100/30.100.183.cnf, 550
r30c100/30.100.189.cnf, 281
r30c100/30.100.293.cnf, 3697
r30c100/30.100.4.cnf, 910
r30c100/30.100.54.cnf, 270
r30c100/30.100.225.cnf, 558
r30c100/30.100.23.cnf, 4740
r30c100/30.100.129.cnf, 590
r30c100/30.100.7.cnf, 13730
r30c100/30.100.115.cnf, 316
r30c100/30.100.263.cnf, 222
r30c100/30.100.157.cnf, 9594
r30c100/30.100.175.cnf, 187
r30c100/30.100.81.cnf, 791
r30c100/30.100.45.cnf, 2135
r30c100/30.100.207.cnf, 179
r30c100/30.100.37.cnf, 901
r30c100/30.100.281.cnf, 1400
r30c100/30.100.243.cnf, 280
r30c100/30.100.217.cnf, 278
r30c100/30.100.84.cnf, 329
r30c100/30.100.142.cnf, 262
r30c100/30.100.296.cnf, 2833
r30c100/30.100.280.cnf, 34
r30c100/30.100.49.cnf, 54
r30c100/30.100.35.cnf, 967
r30c100/30.100.252.cnf, 260
r30c100/30.100.246.cnf, 45
r30c100/30.100.231.cnf, 619
r30c100/30.100.184.cnf, 200
r30c100/30.100.191.cnf, 451
r30c100/30.100.275.cnf, 125
r30c100/30.100.209.cnf, 8958
r30c100/30.100.200.cnf, 1037
r30c100/30.100.242.cnf, 1762
r30c100/30.100.247.cnf, 691
r30c100/30.100.299.cnf, 305
r30c100/30.100.261.cnf, 61
r30c100/30.100.171.cnf, 107
r30c100/30.100.75.cnf, 2218
r30c100/30.100.172.cnf, 1938
r30c100/30.100.185.cnf, 4793
r30c100/30.100.92.cnf, 121
r30c100/30.100.21.cnf, 2182
r30c100/30.100.259.cnf, 302
r30c100/30.100.96.cnf, 843
r30c100/30.100.65.cnf, 1770
r30c100/30.100.223.cnf, 18315
r30c100/30.100.193.cnf, 212
r30c100/30.100.288.cnf, 3288
r30c100/30.100.219.cnf, 57
r30c100/30.100.108.cnf, 735
r30c100/30.100.154.cnf, 1241
r30c100/30.100.287.cnf, 232
r30c100/30.100.269.cnf, 373
r30c100/30.100.169.cnf, 677
