file, isUniform, pvalue
r30_blasted/30.150.76.cnf, is uniform True, hmp 0.29891683731040014
r30_blasted/30.150.54.cnf, is uniform True, hmp 0.5406401866207994
r30_blasted/30.150.145.cnf, is uniform True, hmp 0.321614895316621
r30_blasted/30.150.157.cnf, is uniform True, hmp 0.2876333878534046
r30_blasted/30.150.195.cnf, is uniform True, hmp 0.2239057282881283
r30_blasted/30.150.128.cnf, is uniform True, hmp 0.02549009914274125
r30_blasted/30.150.251.cnf, is uniform True, hmp 0.2000533695190666
r30_blasted/30.150.68.cnf, is uniform True, hmp 0.34362488971769595
r30_blasted/30.150.204.cnf, is uniform True, hmp 0.2758760317599664
r30_blasted/30.150.38.cnf, is uniform True, hmp 0.23964314733940206
r30_blasted/30.150.174.cnf, is uniform True, hmp 0.2668310715950043
r30_blasted/30.150.164.cnf, is uniform True, hmp 0.2492117852137688
r30_blasted/30.150.44.cnf, is uniform True, hmp 0.2922991025982683
r30_blasted/30.150.183.cnf, is uniform True, hmp 0.22578135971521784
r30_blasted/30.150.18.cnf, is uniform True, hmp 0.20084206939138155
r30_blasted/30.150.119.cnf, is uniform True, hmp 0.03478102968083367
r30_blasted/30.150.14.cnf, is uniform True, hmp 0.1478034804492796
r30_blasted/30.150.31.cnf, is uniform True, hmp 0.25987454529437715
r30_blasted/30.150.186.cnf, is uniform True, hmp 0.049966848887834356
r30_blasted/30.150.261.cnf, is uniform True, hmp 0.338230584028947
r30_blasted/30.150.19.cnf, is uniform True, hmp 0.10628142454121108
r30_blasted/30.150.265.cnf, is uniform True, hmp 0.10063345442824159
r30_blasted/30.150.110.cnf, is uniform True, hmp 0.10798850615083551
r30_blasted/30.150.92.cnf, is uniform True, hmp 0.5100076255774477
r30_blasted/30.150.46.cnf, is uniform True, hmp 0.25569537790536534
r30_blasted/30.150.148.cnf, is uniform True, hmp 0.05911917827556259
r30_blasted/30.150.194.cnf, is uniform True, hmp 0.4810630044397431
r30_blasted/30.150.245.cnf, is uniform True, hmp 0.1841644594813488
r30_blasted/30.150.239.cnf, is uniform True, hmp 0.047909130686451036
r30_blasted/30.150.82.cnf, is uniform True, hmp 0.17543916902965495
r30_blasted/30.150.189.cnf, is uniform True, hmp 0.24330984970168623
r30_blasted/30.150.196.cnf, is uniform True, hmp 0.1730588155074535
r30_blasted/30.150.0.cnf, is uniform True, hmp 0.007275729293738447
r30_blasted/30.150.37.cnf, is uniform True, hmp 0.47539131962453873
r30_blasted/30.150.184.cnf, is uniform True, hmp 0.3935196345785647
r30_blasted/30.150.139.cnf, is uniform True, hmp 0.2274797214120124
r30_blasted/30.150.154.cnf, is uniform True, hmp 0.20706107974213592
r30_blasted/30.150.247.cnf, is uniform True, hmp 0.2761710222889459
r30_blasted/30.150.69.cnf, is uniform True, hmp 0.11446234563443428
r30_blasted/30.150.277.cnf, is uniform True, hmp 0.14112352977018583
r30_blasted/30.150.136.cnf, is uniform True, hmp 0.06529730247350934
r30_blasted/30.150.100.cnf, is uniform True, hmp 0.1995941421454378
r30_blasted/30.150.87.cnf, is uniform True, hmp 0.32369813778636425
r30_blasted/30.150.167.cnf, is uniform True, hmp 0.27248767069360413
r30_blasted/30.150.296.cnf, is uniform True, hmp 0.28742360171791487
r30_blasted/30.150.118.cnf, is uniform True, hmp 0.15379732613400612
r30_blasted/30.150.141.cnf, is uniform True, hmp 0.35710655613374703
r30_blasted/30.150.249.cnf, is uniform True, hmp 0.12227137576274089
r30_blasted/30.150.283.cnf, is uniform True, hmp 0.3878497993565875
r30_blasted/30.150.217.cnf, is uniform True, hmp 0.37925529368294064
r30_blasted/30.150.29.cnf, is uniform True, hmp 0.4176343890732799
r30_blasted/30.150.51.cnf, is uniform True, hmp 0.4056402298243323
r30_blasted/30.150.179.cnf, is uniform True, hmp 0.053435334709071296
r30_blasted/30.150.58.cnf, is uniform True, hmp 0.16497302254781943
r30_blasted/30.150.88.cnf, is uniform True, hmp 0.22674158981169223
r30_blasted/30.150.113.cnf, is uniform True, hmp 0.08942265320180418
r30_blasted/30.150.16.cnf, is uniform True, hmp 0.26791341299938015
r30_blasted/30.150.205.cnf, is uniform True, hmp 0.18640624317276444
r30_blasted/30.150.238.cnf, is uniform True, hmp 0.2676312128248076
r30_blasted/30.150.203.cnf, is uniform True, hmp 0.05609122446073404
r30_blasted/30.150.218.cnf, is uniform True, hmp 0.2749816209395319
r30_blasted/30.150.149.cnf, is uniform True, hmp 0.2580617352102421
r30_blasted/30.150.107.cnf, is uniform True, hmp 0.26877912873307075
r30_blasted/30.150.111.cnf, is uniform True, hmp 0.11291329440989915
r30_blasted/30.150.47.cnf, is uniform True, hmp 0.23813520546024633
r30_blasted/30.150.97.cnf, is uniform True, hmp 0.3106170382454074
r30_blasted/30.150.108.cnf, is uniform True, hmp 0.13913816185086786
r30_blasted/30.150.214.cnf, is uniform True, hmp 0.038949143163891586
r30_blasted/30.150.17.cnf, is uniform True, hmp 0.27760207205930226
r30_blasted/30.150.198.cnf, is uniform True, hmp 0.2017052057492498
r30_blasted/30.150.175.cnf, is uniform True, hmp 0.28254919724505684
r30_blasted/30.150.65.cnf, is uniform True, hmp 0.43408357868784775
r30_blasted/30.150.36.cnf, is uniform True, hmp 0.03351195070545812
r30_blasted/30.150.162.cnf, is uniform True, hmp 0.43873538272086465
r30_blasted/30.150.61.cnf, is uniform True, hmp 0.05597844797402675
r30_blasted/30.150.80.cnf, is uniform True, hmp 0.3534516017943233
r30_blasted/30.150.70.cnf, is uniform True, hmp 0.06380241245888056
r30_blasted/30.150.151.cnf, is uniform True, hmp 0.33857622319240055
r30_blasted/30.150.98.cnf, is uniform True, hmp 0.09680441014717359
r30_blasted/30.150.78.cnf, is uniform True, hmp 0.3016612838426032
r30_blasted/30.150.229.cnf, is uniform True, hmp 0.3214951656755978
r30_blasted/30.150.192.cnf, is uniform True, hmp 0.08517868892352065
r30_blasted/30.150.193.cnf, is uniform True, hmp 0.16386762174447403
r30_blasted/30.150.109.cnf, is uniform True, hmp 0.07006311030325627
r30_blasted/30.150.133.cnf, is uniform True, hmp 0.29262678972192413
r30_blasted/30.150.21.cnf, is uniform True, hmp 0.03932846069716876
r30_blasted/30.150.55.cnf, is uniform True, hmp 0.09466419731630063
