file, isUniform, pvalue
r50c200/50.200.130.cnf, is uniform True, hmp 1.0
r50c200/50.200.89.cnf, is uniform True, hmp 0.35640794415813126
r50c200/50.200.203.cnf, is uniform False, hmp 1.1949549588063919e-07
r50c200/50.200.185.cnf, is uniform True, hmp 1.0
r50c200/50.200.166.cnf, is uniform True, hmp 0.002899590004163325
r50c200/50.200.100.cnf, is uniform True, hmp 0.26404295972617614
r50c200/50.200.106.cnf, is uniform True, hmp 0.7999352876553291
r50c200/50.200.167.cnf, is uniform True, hmp 1.0
r50c200/50.200.239.cnf, is uniform False, hmp 3.4927295393359317e-07
r50c200/50.200.23.cnf, is uniform True, hmp 0.006674084888895347
r50c200/50.200.17.cnf, is uniform True, hmp 0.006065540467494185
r50c200/50.200.69.cnf, is uniform False, hmp 2.4559984555422592e-11
r50c200/50.200.261.cnf, is uniform False, hmp 3.4235318485137585e-09
r50c200/50.200.241.cnf, is uniform False, hmp 4.560247442126399e-13
r50c200/50.200.244.cnf, is uniform True, hmp 0.006312929919444126
r50c200/50.200.18.cnf, is uniform False, hmp 3.4021350710718274e-06
r50c200/50.200.254.cnf, is uniform True, hmp 0.00013653553946748855
r50c200/50.200.80.cnf, is uniform True, hmp 0.5957579901172495
r50c200/50.200.192.cnf, is uniform True, hmp 0.00015378401960143345
r50c200/50.200.257.cnf, is uniform False, hmp 1.563992760080867e-16
r50c200/50.200.20.cnf, is uniform True, hmp 0.024059228146132528
r50c200/50.200.72.cnf, is uniform True, hmp 0.2039914791006727
r50c200/50.200.92.cnf, is uniform True, hmp 0.051802370535991175
r50c200/50.200.299.cnf, is uniform True, hmp 0.00027031956275173593
r50c200/50.200.95.cnf, is uniform True, hmp 1.0
r50c200/50.200.275.cnf, is uniform True, hmp 0.42195119220800864
r50c200/50.200.201.cnf, is uniform True, hmp 0.00046698252046111524
r50c200/50.200.132.cnf, is uniform False, hmp 1.4751999680868555e-55
r50c200/50.200.186.cnf, is uniform False, hmp 5.013905960332828e-56
r50c200/50.200.219.cnf, is uniform True, hmp 0.02225788150661823
r50c200/50.200.59.cnf, is uniform True, hmp 8.451893106803369e-05
r50c200/50.200.255.cnf, is uniform True, hmp 0.00037715134345137617
r50c200/50.200.67.cnf, is uniform False, hmp 7.860017357329058e-08
r50c200/50.200.195.cnf, is uniform True, hmp 0.21847573447114055
r50c200/50.200.53.cnf, is uniform True, hmp 1.0
r50c200/50.200.55.cnf, is uniform True, hmp 0.2987397453528745
