file, #m
r30c114/30.114.39.cnf, 198
r30c114/30.114.150.cnf, 192
r30c114/30.114.243.cnf, 9165
r30c114/30.114.84.cnf, 197
r30c114/30.114.189.cnf, 98
r30c114/30.114.159.cnf, 3646
r30c114/30.114.253.cnf, 106
r30c114/30.114.174.cnf, 56
r30c114/30.114.187.cnf, 142
r30c114/30.114.31.cnf, 3
r30c114/30.114.110.cnf, 172
r30c114/30.114.240.cnf, 107
r30c114/30.114.20.cnf, 41
r30c114/30.114.130.cnf, 10
r30c114/30.114.235.cnf, 51
r30c114/30.114.292.cnf, 1
r30c114/30.114.131.cnf, 915
r30c114/30.114.200.cnf, 1189
r30c114/30.114.284.cnf, 31
r30c114/30.114.93.cnf, 55
r30c114/30.114.195.cnf, 359
r30c114/30.114.28.cnf, 109
r30c114/30.114.203.cnf, 150
r30c114/30.114.265.cnf, 6
r30c114/30.114.286.cnf, 175
r30c114/30.114.232.cnf, 442
r30c114/30.114.155.cnf, 63
r30c114/30.114.118.cnf, 57
r30c114/30.114.65.cnf, 30
r30c114/30.114.205.cnf, 101
r30c114/30.114.40.cnf, 175
r30c114/30.114.273.cnf, 134
r30c114/30.114.226.cnf, 199
r30c114/30.114.36.cnf, 65
r30c114/30.114.66.cnf, 406
r30c114/30.114.32.cnf, 38
r30c114/30.114.185.cnf, 342
r30c114/30.114.262.cnf, 43
r30c114/30.114.238.cnf, 1397
r30c114/30.114.87.cnf, 273
r30c114/30.114.62.cnf, 1015
r30c114/30.114.288.cnf, 171
r30c114/30.114.146.cnf, 19
r30c114/30.114.249.cnf, 78
r30c114/30.114.90.cnf, 675
r30c114/30.114.76.cnf, 511
r30c114/30.114.22.cnf, 20
r30c114/30.114.94.cnf, 544
r30c114/30.114.69.cnf, 523
r30c114/30.114.193.cnf, 54
r30c114/30.114.165.cnf, 38
r30c114/30.114.279.cnf, 373
r30c114/30.114.17.cnf, 155
r30c114/30.114.142.cnf, 2714
r30c114/30.114.51.cnf, 120
r30c114/30.114.196.cnf, 176
r30c114/30.114.163.cnf, 18
r30c114/30.114.246.cnf, 32
r30c114/30.114.141.cnf, 556
r30c114/30.114.68.cnf, 8
r30c114/30.114.242.cnf, 223
r30c114/30.114.198.cnf, 4
r30c114/30.114.167.cnf, 188
r30c114/30.114.206.cnf, 35
r30c114/30.114.46.cnf, 233
r30c114/30.114.63.cnf, 185
r30c114/30.114.166.cnf, 54
r30c114/30.114.258.cnf, 389
r30c114/30.114.112.cnf, 19
r30c114/30.114.99.cnf, 1097
r30c114/30.114.104.cnf, 486
r30c114/30.114.184.cnf, 16
r30c114/30.114.38.cnf, 478
r30c114/30.114.154.cnf, 472
r30c114/30.114.175.cnf, 88
r30c114/30.114.236.cnf, 150
r30c114/30.114.213.cnf, 114
r30c114/30.114.0.cnf, 48
r30c114/30.114.282.cnf, 18
r30c114/30.114.178.cnf, 12
r30c114/30.114.180.cnf, 12
r30c114/30.114.137.cnf, 28
r30c114/30.114.199.cnf, 45
r30c114/30.114.61.cnf, 296
r30c114/30.114.16.cnf, 55
r30c114/30.114.86.cnf, 924
r30c114/30.114.49.cnf, 7
r30c114/30.114.72.cnf, 32
r30c114/30.114.267.cnf, 13
r30c114/30.114.8.cnf, 222
r30c114/30.114.237.cnf, 483
r30c114/30.114.105.cnf, 29
r30c114/30.114.269.cnf, 21
r30c114/30.114.2.cnf, 78
r30c114/30.114.78.cnf, 161
r30c114/30.114.139.cnf, 459
r30c114/30.114.260.cnf, 207
r30c114/30.114.220.cnf, 232
r30c114/30.114.129.cnf, 289
r30c114/30.114.18.cnf, 309
r30c114/30.114.169.cnf, 147
r30c114/30.114.143.cnf, 57
r30c114/30.114.114.cnf, 93
r30c114/30.114.268.cnf, 252
r30c114/30.114.297.cnf, 11
r30c114/30.114.54.cnf, 114
r30c114/30.114.98.cnf, 90
r30c114/30.114.107.cnf, 1801
r30c114/30.114.101.cnf, 295
r30c114/30.114.283.cnf, 12
r30c114/30.114.239.cnf, 129
r30c114/30.114.289.cnf, 39
r30c114/30.114.172.cnf, 267
r30c114/30.114.70.cnf, 263
r30c114/30.114.251.cnf, 1437
r30c114/30.114.270.cnf, 291
r30c114/30.114.190.cnf, 136
r30c114/30.114.179.cnf, 4
r30c114/30.114.122.cnf, 1729
r30c114/30.114.287.cnf, 26
r30c114/30.114.149.cnf, 10
r30c114/30.114.171.cnf, 630
r30c114/30.114.15.cnf, 30
r30c114/30.114.26.cnf, 72
r30c114/30.114.278.cnf, 202
r30c114/30.114.281.cnf, 1
r30c114/30.114.266.cnf, 48
r30c114/30.114.102.cnf, 706
r30c114/30.114.298.cnf, 95
r30c114/30.114.170.cnf, 41
r30c114/30.114.89.cnf, 3
r30c114/30.114.254.cnf, 176
r30c114/30.114.221.cnf, 344
r30c114/30.114.138.cnf, 399
r30c114/30.114.10.cnf, 236
r30c114/30.114.176.cnf, 63
r30c114/30.114.80.cnf, 318
r30c114/30.114.280.cnf, 536
r30c114/30.114.64.cnf, 289
r30c114/30.114.152.cnf, 174
r30c114/30.114.151.cnf, 23
r30c114/30.114.148.cnf, 300
r30c114/30.114.45.cnf, 106
r30c114/30.114.92.cnf, 85
r30c114/30.114.113.cnf, 280
r30c114/30.114.275.cnf, 134
r30c114/30.114.252.cnf, 222
r30c114/30.114.212.cnf, 16
r30c114/30.114.233.cnf, 65
r30c114/30.114.162.cnf, 9
r30c114/30.114.291.cnf, 382
r30c114/30.114.21.cnf, 28
r30c114/30.114.7.cnf, 176
r30c114/30.114.125.cnf, 38
r30c114/30.114.57.cnf, 1
r30c114/30.114.91.cnf, 331
r30c114/30.114.29.cnf, 34
r30c114/30.114.234.cnf, 685
r30c114/30.114.79.cnf, 165
r30c114/30.114.204.cnf, 5251
r30c114/30.114.257.cnf, 40
r30c114/30.114.58.cnf, 6
r30c114/30.114.219.cnf, 597
r30c114/30.114.134.cnf, 141
r30c114/30.114.135.cnf, 99
r30c114/30.114.186.cnf, 8
r30c114/30.114.5.cnf, 15
r30c114/30.114.52.cnf, 10
r30c114/30.114.71.cnf, 119
r30c114/30.114.157.cnf, 54
r30c114/30.114.23.cnf, 39
r30c114/30.114.115.cnf, 137
r30c114/30.114.147.cnf, 134
r30c114/30.114.274.cnf, 126
r30c114/30.114.14.cnf, 234
r30c114/30.114.97.cnf, 1146
r30c114/30.114.27.cnf, 6
r30c114/30.114.1.cnf, 446
r30c114/30.114.277.cnf, 148
r30c114/30.114.25.cnf, 463
r30c114/30.114.55.cnf, 31
r30c114/30.114.47.cnf, 11
r30c114/30.114.42.cnf, 99
r30c114/30.114.181.cnf, 16
r30c114/30.114.158.cnf, 14
r30c114/30.114.241.cnf, 482
r30c114/30.114.263.cnf, 243
r30c114/30.114.168.cnf, 183
r30c114/30.114.43.cnf, 28
r30c114/30.114.41.cnf, 350
r30c114/30.114.202.cnf, 474
r30c114/30.114.188.cnf, 257
r30c114/30.114.19.cnf, 592
r30c114/30.114.11.cnf, 343
r30c114/30.114.53.cnf, 28
r30c114/30.114.127.cnf, 869
r30c114/30.114.44.cnf, 258
r30c114/30.114.299.cnf, 3
r30c114/30.114.3.cnf, 318
r30c114/30.114.30.cnf, 1515
r30c114/30.114.136.cnf, 1199
r30c114/30.114.228.cnf, 6
r30c114/30.114.222.cnf, 290
r30c114/30.114.218.cnf, 301
r30c114/30.114.144.cnf, 279
r30c114/30.114.183.cnf, 247
r30c114/30.114.256.cnf, 75
r30c114/30.114.173.cnf, 289
r30c114/30.114.82.cnf, 359
r30c114/30.114.108.cnf, 32
r30c114/30.114.145.cnf, 805
r30c114/30.114.214.cnf, 1251
r30c114/30.114.12.cnf, 176
