file, #m
r50c190/50.190.253.cnf, 3733
r50c190/50.190.49.cnf, 1985
r50c190/50.190.264.cnf, 15264
r50c190/50.190.192.cnf, 1444
r50c190/50.190.199.cnf, 6670
r50c190/50.190.295.cnf, 2573
r50c190/50.190.152.cnf, 791
r50c190/50.190.130.cnf, 28
r50c190/50.190.228.cnf, 287010
r50c190/50.190.149.cnf, 323
r50c190/50.190.42.cnf, 7598
r50c190/50.190.147.cnf, 2698
r50c190/50.190.182.cnf, 2712
r50c190/50.190.175.cnf, 47874
r50c190/50.190.114.cnf, 1786
r50c190/50.190.193.cnf, 114
r50c190/50.190.93.cnf, 36
r50c190/50.190.161.cnf, 7192
r50c190/50.190.43.cnf, 50
r50c190/50.190.144.cnf, 364
r50c190/50.190.68.cnf, 22004
r50c190/50.190.241.cnf, 5677
r50c190/50.190.33.cnf, 35334
r50c190/50.190.92.cnf, 1701
r50c190/50.190.173.cnf, 398
r50c190/50.190.5.cnf, 40
r50c190/50.190.36.cnf, 76926
r50c190/50.190.116.cnf, 92
r50c190/50.190.133.cnf, 2978
r50c190/50.190.285.cnf, 5025
r50c190/50.190.205.cnf, 568
r50c190/50.190.101.cnf, 380
r50c190/50.190.48.cnf, 27723
r50c190/50.190.139.cnf, 178
r50c190/50.190.162.cnf, 22972
r50c190/50.190.289.cnf, 52589
r50c190/50.190.198.cnf, 105
r50c190/50.190.279.cnf, 87
r50c190/50.190.272.cnf, 734
r50c190/50.190.122.cnf, 61353
r50c190/50.190.229.cnf, 1150
r50c190/50.190.59.cnf, 3544
r50c190/50.190.76.cnf, 1040
r50c190/50.190.79.cnf, 10630
r50c190/50.190.281.cnf, 4464
r50c190/50.190.131.cnf, 22
r50c190/50.190.77.cnf, 2570
r50c190/50.190.286.cnf, 2047
r50c190/50.190.191.cnf, 111
r50c190/50.190.256.cnf, 5373
r50c190/50.190.287.cnf, 1274
r50c190/50.190.232.cnf, 2349
r50c190/50.190.223.cnf, 7505
r50c190/50.190.196.cnf, 2519
r50c190/50.190.219.cnf, 85
r50c190/50.190.239.cnf, 4931
r50c190/50.190.251.cnf, 1848
r50c190/50.190.52.cnf, 42672
r50c190/50.190.245.cnf, 12
r50c190/50.190.27.cnf, 704
r50c190/50.190.23.cnf, 2723
r50c190/50.190.28.cnf, 3
r50c190/50.190.89.cnf, 10424
r50c190/50.190.206.cnf, 2162
r50c190/50.190.237.cnf, 29033
r50c190/50.190.29.cnf, 4900
r50c190/50.190.230.cnf, 3760
r50c190/50.190.190.cnf, 200
r50c190/50.190.117.cnf, 2607
r50c190/50.190.204.cnf, 2478
r50c190/50.190.188.cnf, 2792
r50c190/50.190.265.cnf, 16
r50c190/50.190.268.cnf, 8
r50c190/50.190.140.cnf, 666
r50c190/50.190.73.cnf, 1228
r50c190/50.190.96.cnf, 68
r50c190/50.190.106.cnf, 502
r50c190/50.190.163.cnf, 3021
r50c190/50.190.226.cnf, 7088
r50c190/50.190.270.cnf, 1540
r50c190/50.190.277.cnf, 8062
r50c190/50.190.32.cnf, 16
r50c190/50.190.296.cnf, 1013
r50c190/50.190.2.cnf, 8543
r50c190/50.190.282.cnf, 11744
r50c190/50.190.7.cnf, 229
r50c190/50.190.72.cnf, 36
r50c190/50.190.125.cnf, 90
r50c190/50.190.174.cnf, 1328
r50c190/50.190.99.cnf, 4836
r50c190/50.190.98.cnf, 129
r50c190/50.190.212.cnf, 6028
r50c190/50.190.157.cnf, 17429
r50c190/50.190.184.cnf, 20930
r50c190/50.190.244.cnf, 1612
r50c190/50.190.290.cnf, 3339
r50c190/50.190.165.cnf, 1869
r50c190/50.190.84.cnf, 1743
r50c190/50.190.299.cnf, 4652
r50c190/50.190.271.cnf, 477
r50c190/50.190.66.cnf, 13753
r50c190/50.190.210.cnf, 20626
r50c190/50.190.127.cnf, 210
r50c190/50.190.283.cnf, 468
r50c190/50.190.197.cnf, 3463
r50c190/50.190.150.cnf, 357
r50c190/50.190.94.cnf, 2855
r50c190/50.190.8.cnf, 1710
r50c190/50.190.119.cnf, 1235
r50c190/50.190.288.cnf, 332
r50c190/50.190.213.cnf, 8702
r50c190/50.190.31.cnf, 4715
r50c190/50.190.258.cnf, 10
r50c190/50.190.74.cnf, 536
r50c190/50.190.297.cnf, 14047
r50c190/50.190.46.cnf, 52562
r50c190/50.190.240.cnf, 585
r50c190/50.190.104.cnf, 830
r50c190/50.190.261.cnf, 1892
r50c190/50.190.178.cnf, 1613
r50c190/50.190.225.cnf, 408
r50c190/50.190.136.cnf, 7306
r50c190/50.190.82.cnf, 6297
r50c190/50.190.189.cnf, 40956
r50c190/50.190.207.cnf, 4030
r50c190/50.190.20.cnf, 14939
r50c190/50.190.238.cnf, 811
r50c190/50.190.90.cnf, 1284
r50c190/50.190.121.cnf, 76
r50c190/50.190.67.cnf, 7533
r50c190/50.190.63.cnf, 1978
r50c190/50.190.185.cnf, 2140
r50c190/50.190.269.cnf, 5546
r50c190/50.190.128.cnf, 4202
r50c190/50.190.83.cnf, 17623
r50c190/50.190.246.cnf, 10598
r50c190/50.190.154.cnf, 16070
r50c190/50.190.1.cnf, 1814
r50c190/50.190.81.cnf, 405
r50c190/50.190.208.cnf, 47344
r50c190/50.190.11.cnf, 20
r50c190/50.190.242.cnf, 2811
r50c190/50.190.71.cnf, 5120
r50c190/50.190.201.cnf, 42291
r50c190/50.190.109.cnf, 292
r50c190/50.190.137.cnf, 470
r50c190/50.190.262.cnf, 34025
r50c190/50.190.132.cnf, 9914
r50c190/50.190.134.cnf, 5474
r50c190/50.190.145.cnf, 148941
r50c190/50.190.124.cnf, 8508
r50c190/50.190.88.cnf, 66510
r50c190/50.190.263.cnf, 1096
r50c190/50.190.146.cnf, 1850
r50c190/50.190.12.cnf, 616
r50c190/50.190.26.cnf, 356
r50c190/50.190.9.cnf, 1619
r50c190/50.190.22.cnf, 552
r50c190/50.190.50.cnf, 3294
r50c190/50.190.0.cnf, 532
r50c190/50.190.103.cnf, 4370
r50c190/50.190.194.cnf, 2536
r50c190/50.190.102.cnf, 9561
r50c190/50.190.10.cnf, 1017
r50c190/50.190.143.cnf, 5130
r50c190/50.190.257.cnf, 73
r50c190/50.190.250.cnf, 1009
r50c190/50.190.129.cnf, 6054
r50c190/50.190.159.cnf, 32
r50c190/50.190.195.cnf, 14849
r50c190/50.190.55.cnf, 38597
r50c190/50.190.30.cnf, 17943
r50c190/50.190.78.cnf, 128
r50c190/50.190.45.cnf, 106009
r50c190/50.190.142.cnf, 171
r50c190/50.190.274.cnf, 2134
r50c190/50.190.186.cnf, 6
r50c190/50.190.34.cnf, 1416
r50c190/50.190.259.cnf, 24006
r50c190/50.190.112.cnf, 46749
r50c190/50.190.38.cnf, 10167
r50c190/50.190.179.cnf, 3902
r50c190/50.190.233.cnf, 4478
r50c190/50.190.156.cnf, 239
r50c190/50.190.217.cnf, 108
r50c190/50.190.294.cnf, 4106
r50c190/50.190.203.cnf, 4244
r50c190/50.190.278.cnf, 84
r50c190/50.190.135.cnf, 579
r50c190/50.190.61.cnf, 1064
r50c190/50.190.218.cnf, 13386
r50c190/50.190.57.cnf, 3491
r50c190/50.190.37.cnf, 216
r50c190/50.190.168.cnf, 6604
r50c190/50.190.236.cnf, 279
r50c190/50.190.25.cnf, 6398
r50c190/50.190.249.cnf, 2391
r50c190/50.190.19.cnf, 154
r50c190/50.190.13.cnf, 184
r50c190/50.190.6.cnf, 534
r50c190/50.190.214.cnf, 234
r50c190/50.190.40.cnf, 8553
r50c190/50.190.118.cnf, 11687
r50c190/50.190.273.cnf, 375
r50c190/50.190.35.cnf, 318
r50c190/50.190.209.cnf, 16
r50c190/50.190.298.cnf, 366
r50c190/50.190.108.cnf, 47802
r50c190/50.190.86.cnf, 3494
r50c190/50.190.222.cnf, 11615
r50c190/50.190.247.cnf, 2669
r50c190/50.190.266.cnf, 7513
r50c190/50.190.75.cnf, 8283
r50c190/50.190.51.cnf, 507
r50c190/50.190.91.cnf, 10160
r50c190/50.190.97.cnf, 54016
r50c190/50.190.169.cnf, 13093
r50c190/50.190.172.cnf, 62
r50c190/50.190.260.cnf, 8425
r50c190/50.190.248.cnf, 880
r50c190/50.190.224.cnf, 3133
r50c190/50.190.220.cnf, 2193
r50c190/50.190.16.cnf, 900
r50c190/50.190.255.cnf, 4493
r50c190/50.190.151.cnf, 54645
r50c190/50.190.44.cnf, 58
r50c190/50.190.216.cnf, 9112
r50c190/50.190.120.cnf, 3610
r50c190/50.190.80.cnf, 2358
r50c190/50.190.105.cnf, 6183
r50c190/50.190.138.cnf, 1039
r50c190/50.190.153.cnf, 160
r50c190/50.190.47.cnf, 12
r50c190/50.190.166.cnf, 146
r50c190/50.190.70.cnf, 2006
r50c190/50.190.183.cnf, 384
r50c190/50.190.18.cnf, 46488
r50c190/50.190.69.cnf, 80414
r50c190/50.190.87.cnf, 87
r50c190/50.190.4.cnf, 99923
r50c190/50.190.56.cnf, 1288
r50c190/50.190.227.cnf, 272
r50c190/50.190.187.cnf, 35438
r50c190/50.190.292.cnf, 3008
r50c190/50.190.62.cnf, 3515
r50c190/50.190.170.cnf, 6086
r50c190/50.190.60.cnf, 228
r50c190/50.190.123.cnf, 3028
r50c190/50.190.254.cnf, 5071
r50c190/50.190.160.cnf, 41527
r50c190/50.190.164.cnf, 5721
r50c190/50.190.113.cnf, 33855
r50c190/50.190.115.cnf, 204
r50c190/50.190.234.cnf, 1753
r50c190/50.190.3.cnf, 725
r50c190/50.190.211.cnf, 25
r50c190/50.190.180.cnf, 443
r50c190/50.190.291.cnf, 1114
r50c190/50.190.64.cnf, 3720
r50c190/50.190.171.cnf, 24
r50c190/50.190.141.cnf, 3886
r50c190/50.190.215.cnf, 2
r50c190/50.190.21.cnf, 22496
r50c190/50.190.24.cnf, 361
r50c190/50.190.243.cnf, 172
r50c190/50.190.110.cnf, 8
r50c190/50.190.252.cnf, 5536
r50c190/50.190.100.cnf, 17
r50c190/50.190.181.cnf, 749
r50c190/50.190.39.cnf, 12096
r50c190/50.190.111.cnf, 116
r50c190/50.190.293.cnf, 308
r50c190/50.190.275.cnf, 323
r50c190/50.190.85.cnf, 1658
r50c190/50.190.58.cnf, 42556
r50c190/50.190.177.cnf, 431
r50c190/50.190.107.cnf, 6992
r50c190/50.190.221.cnf, 1774
r50c190/50.190.202.cnf, 41605
r50c190/50.190.284.cnf, 4771
r50c190/50.190.148.cnf, 34070
r50c190/50.190.95.cnf, 38126
r50c190/50.190.53.cnf, 477
r50c190/50.190.176.cnf, 3913
r50c190/50.190.17.cnf, 448
r50c190/50.190.41.cnf, 2581
r50c190/50.190.158.cnf, 1171
r50c190/50.190.14.cnf, 15039
r50c190/50.190.126.cnf, 1446
r50c190/50.190.267.cnf, 409
r50c190/50.190.54.cnf, 66
r50c190/50.190.200.cnf, 4409
r50c190/50.190.235.cnf, 473
r50c190/50.190.15.cnf, 2153
r50c190/50.190.65.cnf, 966
r50c190/50.190.231.cnf, 5980
r50c190/50.190.276.cnf, 756
r50c190/50.190.167.cnf, 12
r50c190/50.190.155.cnf, 1800
r50c190/50.190.280.cnf, 2903
