file, #m
r50c195/50.195.207.cnf, 227
r50c195/50.195.11.cnf, 460
r50c195/50.195.265.cnf, 54
r50c195/50.195.299.cnf, 171
r50c195/50.195.253.cnf, 306
r50c195/50.195.170.cnf, 82
r50c195/50.195.29.cnf, 974
r50c195/50.195.116.cnf, 2207
r50c195/50.195.129.cnf, 135
r50c195/50.195.221.cnf, 166
r50c195/50.195.3.cnf, 66
r50c195/50.195.282.cnf, 847
r50c195/50.195.214.cnf, 405
r50c195/50.195.112.cnf, 121
r50c195/50.195.6.cnf, 16266
r50c195/50.195.121.cnf, 68
r50c195/50.195.102.cnf, 88
r50c195/50.195.84.cnf, 190
r50c195/50.195.276.cnf, 11132
r50c195/50.195.57.cnf, 1642
r50c195/50.195.105.cnf, 108391
r50c195/50.195.14.cnf, 319
r50c195/50.195.13.cnf, 15903
r50c195/50.195.226.cnf, 10485
r50c195/50.195.36.cnf, 195
r50c195/50.195.2.cnf, 18
r50c195/50.195.117.cnf, 227
r50c195/50.195.62.cnf, 392
r50c195/50.195.277.cnf, 87916
r50c195/50.195.150.cnf, 3145
r50c195/50.195.20.cnf, 996
r50c195/50.195.42.cnf, 10300
r50c195/50.195.59.cnf, 1019
r50c195/50.195.209.cnf, 16
r50c195/50.195.294.cnf, 1948
r50c195/50.195.278.cnf, 179
r50c195/50.195.114.cnf, 1967
r50c195/50.195.247.cnf, 190
r50c195/50.195.246.cnf, 12
r50c195/50.195.53.cnf, 6033
r50c195/50.195.54.cnf, 63564
r50c195/50.195.192.cnf, 61
r50c195/50.195.27.cnf, 1980
r50c195/50.195.237.cnf, 54223
r50c195/50.195.43.cnf, 121
r50c195/50.195.248.cnf, 984
r50c195/50.195.96.cnf, 3531
r50c195/50.195.21.cnf, 5373
r50c195/50.195.132.cnf, 9941
r50c195/50.195.49.cnf, 199
r50c195/50.195.208.cnf, 788
r50c195/50.195.65.cnf, 35145
r50c195/50.195.22.cnf, 3527
r50c195/50.195.70.cnf, 384
r50c195/50.195.280.cnf, 54
r50c195/50.195.130.cnf, 2012
r50c195/50.195.122.cnf, 23619
r50c195/50.195.157.cnf, 765
r50c195/50.195.134.cnf, 2600
r50c195/50.195.144.cnf, 120
r50c195/50.195.238.cnf, 350
r50c195/50.195.295.cnf, 13106
r50c195/50.195.199.cnf, 2724
r50c195/50.195.188.cnf, 3231
r50c195/50.195.107.cnf, 1515
r50c195/50.195.123.cnf, 1156
r50c195/50.195.255.cnf, 179
r50c195/50.195.77.cnf, 1487
r50c195/50.195.45.cnf, 32
r50c195/50.195.52.cnf, 26500
r50c195/50.195.17.cnf, 9596
r50c195/50.195.251.cnf, 88
r50c195/50.195.186.cnf, 986
r50c195/50.195.264.cnf, 5213
r50c195/50.195.137.cnf, 46
r50c195/50.195.0.cnf, 6029
r50c195/50.195.202.cnf, 3855
r50c195/50.195.131.cnf, 1643
r50c195/50.195.228.cnf, 28
r50c195/50.195.167.cnf, 762
r50c195/50.195.219.cnf, 3474
r50c195/50.195.245.cnf, 2918
r50c195/50.195.67.cnf, 1106
r50c195/50.195.101.cnf, 5056
r50c195/50.195.211.cnf, 18
r50c195/50.195.48.cnf, 550
r50c195/50.195.252.cnf, 5554
r50c195/50.195.162.cnf, 2392
r50c195/50.195.223.cnf, 1174
r50c195/50.195.92.cnf, 625
r50c195/50.195.249.cnf, 3260
r50c195/50.195.133.cnf, 3452
r50c195/50.195.34.cnf, 5312
r50c195/50.195.286.cnf, 4611
r50c195/50.195.119.cnf, 1224
r50c195/50.195.125.cnf, 300
r50c195/50.195.28.cnf, 6905
r50c195/50.195.10.cnf, 592
r50c195/50.195.104.cnf, 1884
r50c195/50.195.185.cnf, 40
r50c195/50.195.146.cnf, 79
r50c195/50.195.33.cnf, 122
r50c195/50.195.68.cnf, 282
r50c195/50.195.75.cnf, 28
r50c195/50.195.224.cnf, 199
r50c195/50.195.212.cnf, 1201
r50c195/50.195.149.cnf, 4
r50c195/50.195.35.cnf, 88
r50c195/50.195.195.cnf, 38
r50c195/50.195.289.cnf, 2983
r50c195/50.195.279.cnf, 3232
r50c195/50.195.190.cnf, 182
r50c195/50.195.110.cnf, 713
r50c195/50.195.236.cnf, 6
r50c195/50.195.156.cnf, 123
r50c195/50.195.179.cnf, 166
r50c195/50.195.159.cnf, 335
r50c195/50.195.220.cnf, 858
r50c195/50.195.204.cnf, 682
r50c195/50.195.196.cnf, 474
r50c195/50.195.19.cnf, 10
r50c195/50.195.32.cnf, 4096
r50c195/50.195.257.cnf, 20
r50c195/50.195.31.cnf, 47907
r50c195/50.195.138.cnf, 836
r50c195/50.195.215.cnf, 712
r50c195/50.195.23.cnf, 8505
r50c195/50.195.181.cnf, 385
r50c195/50.195.115.cnf, 40
r50c195/50.195.109.cnf, 11034
r50c195/50.195.233.cnf, 439
r50c195/50.195.153.cnf, 163
r50c195/50.195.182.cnf, 5138
r50c195/50.195.142.cnf, 378
r50c195/50.195.55.cnf, 33887
r50c195/50.195.230.cnf, 18797
r50c195/50.195.274.cnf, 1638
r50c195/50.195.98.cnf, 95
r50c195/50.195.30.cnf, 1028
r50c195/50.195.89.cnf, 109
r50c195/50.195.69.cnf, 275
r50c195/50.195.76.cnf, 1290
r50c195/50.195.250.cnf, 577
r50c195/50.195.275.cnf, 36
r50c195/50.195.78.cnf, 21053
r50c195/50.195.180.cnf, 630
r50c195/50.195.16.cnf, 589
r50c195/50.195.189.cnf, 20132
