file, #m
r50c195/50.195.1.cnf, 2424
r50c195/50.195.260.cnf, 3771
r50c195/50.195.240.cnf, 20313
r50c195/50.195.24.cnf, 111
r50c195/50.195.106.cnf, 448
r50c195/50.195.128.cnf, 182
r50c195/50.195.216.cnf, 104
r50c195/50.195.293.cnf, 31605
r50c195/50.195.258.cnf, 504
r50c195/50.195.47.cnf, 395
r50c195/50.195.26.cnf, 1730
r50c195/50.195.174.cnf, 118
r50c195/50.195.205.cnf, 328
r50c195/50.195.213.cnf, 2587
r50c195/50.195.242.cnf, 3480
r50c195/50.195.273.cnf, 186
r50c195/50.195.193.cnf, 176
r50c195/50.195.229.cnf, 166
r50c195/50.195.72.cnf, 3626
r50c195/50.195.93.cnf, 2810
r50c195/50.195.187.cnf, 9732
r50c195/50.195.40.cnf, 305
r50c195/50.195.259.cnf, 946
r50c195/50.195.82.cnf, 26137
r50c195/50.195.169.cnf, 384
r50c195/50.195.12.cnf, 6911
r50c195/50.195.184.cnf, 542
r50c195/50.195.135.cnf, 144
r50c195/50.195.139.cnf, 134
r50c195/50.195.118.cnf, 19691
r50c195/50.195.261.cnf, 4636
r50c195/50.195.74.cnf, 20057
r50c195/50.195.244.cnf, 110562
r50c195/50.195.291.cnf, 30021
r50c195/50.195.15.cnf, 273
r50c195/50.195.194.cnf, 5699
r50c195/50.195.111.cnf, 17118
r50c195/50.195.100.cnf, 20
r50c195/50.195.58.cnf, 63265
r50c195/50.195.200.cnf, 552
r50c195/50.195.38.cnf, 297
r50c195/50.195.39.cnf, 177147
r50c195/50.195.210.cnf, 16273
r50c195/50.195.270.cnf, 7319
r50c195/50.195.281.cnf, 196
r50c195/50.195.288.cnf, 2
r50c195/50.195.66.cnf, 575
r50c195/50.195.73.cnf, 178
r50c195/50.195.126.cnf, 34128
r50c195/50.195.231.cnf, 28
r50c195/50.195.56.cnf, 14098
r50c195/50.195.37.cnf, 592
r50c195/50.195.90.cnf, 81
r50c195/50.195.81.cnf, 10157
r50c195/50.195.7.cnf, 308
r50c195/50.195.5.cnf, 340
r50c195/50.195.176.cnf, 36111
r50c195/50.195.267.cnf, 2318
r50c195/50.195.272.cnf, 960
r50c195/50.195.60.cnf, 236
r50c195/50.195.243.cnf, 167
r50c195/50.195.61.cnf, 1056
r50c195/50.195.97.cnf, 3321
r50c195/50.195.203.cnf, 1088
r50c195/50.195.63.cnf, 203
r50c195/50.195.147.cnf, 540
r50c195/50.195.50.cnf, 266
r50c195/50.195.287.cnf, 12996
r50c195/50.195.256.cnf, 40
r50c195/50.195.44.cnf, 39286
r50c195/50.195.145.cnf, 37126
r50c195/50.195.136.cnf, 24
r50c195/50.195.152.cnf, 1220
r50c195/50.195.143.cnf, 1387
r50c195/50.195.46.cnf, 1224
r50c195/50.195.262.cnf, 2264
r50c195/50.195.283.cnf, 15311
r50c195/50.195.164.cnf, 6494
r50c195/50.195.206.cnf, 27
r50c195/50.195.232.cnf, 5146
r50c195/50.195.191.cnf, 271
r50c195/50.195.103.cnf, 153573
r50c195/50.195.127.cnf, 6
r50c195/50.195.227.cnf, 8855
r50c195/50.195.8.cnf, 1376
r50c195/50.195.108.cnf, 176
r50c195/50.195.79.cnf, 132
r50c195/50.195.4.cnf, 28
r50c195/50.195.292.cnf, 882
r50c195/50.195.297.cnf, 78
r50c195/50.195.269.cnf, 6451
r50c195/50.195.198.cnf, 464
r50c195/50.195.83.cnf, 195
r50c195/50.195.171.cnf, 9573
r50c195/50.195.71.cnf, 8412
r50c195/50.195.80.cnf, 390
r50c195/50.195.225.cnf, 69850
r50c195/50.195.151.cnf, 158
r50c195/50.195.290.cnf, 16003
r50c195/50.195.160.cnf, 1735
r50c195/50.195.41.cnf, 28
r50c195/50.195.175.cnf, 257
r50c195/50.195.141.cnf, 6592
r50c195/50.195.234.cnf, 4626
r50c195/50.195.25.cnf, 3394
r50c195/50.195.218.cnf, 1340
r50c195/50.195.124.cnf, 70
r50c195/50.195.113.cnf, 8
r50c195/50.195.166.cnf, 94
r50c195/50.195.85.cnf, 241
r50c195/50.195.197.cnf, 128
r50c195/50.195.86.cnf, 82
r50c195/50.195.18.cnf, 2800
r50c195/50.195.217.cnf, 28
r50c195/50.195.87.cnf, 1374
r50c195/50.195.235.cnf, 2223
r50c195/50.195.254.cnf, 2167
r50c195/50.195.155.cnf, 1276
r50c195/50.195.148.cnf, 16
r50c195/50.195.298.cnf, 48
r50c195/50.195.263.cnf, 7541
r50c195/50.195.178.cnf, 134
r50c195/50.195.168.cnf, 244
r50c195/50.195.91.cnf, 1615
r50c195/50.195.163.cnf, 270
r50c195/50.195.165.cnf, 11813
r50c195/50.195.177.cnf, 4570
r50c195/50.195.95.cnf, 198
r50c195/50.195.64.cnf, 80
r50c195/50.195.296.cnf, 45623
r50c195/50.195.140.cnf, 1802
r50c195/50.195.271.cnf, 1328
r50c195/50.195.266.cnf, 468
r50c195/50.195.268.cnf, 226
r50c195/50.195.239.cnf, 635
r50c195/50.195.94.cnf, 1512
r50c195/50.195.99.cnf, 210
r50c195/50.195.154.cnf, 440
r50c195/50.195.9.cnf, 10498
r50c195/50.195.172.cnf, 13156
r50c195/50.195.284.cnf, 129
r50c195/50.195.161.cnf, 16
r50c195/50.195.173.cnf, 24
r50c195/50.195.241.cnf, 2121
r50c195/50.195.183.cnf, 6858
r50c195/50.195.51.cnf, 450
r50c195/50.195.201.cnf, 419
r50c195/50.195.158.cnf, 22702
r50c195/50.195.285.cnf, 144
r50c195/50.195.120.cnf, 6152
r50c195/50.195.88.cnf, 2049
r50c195/50.195.222.cnf, 154
