file, #m
r30_blasted/30.150.76.cnf, 917
r30_blasted/30.150.54.cnf, 985
r30_blasted/30.150.195.cnf, 2444
r30_blasted/30.150.145.cnf, 11435
r30_blasted/30.150.157.cnf, 2321
r30_blasted/30.150.128.cnf, 4968
r30_blasted/30.150.251.cnf, 3320
r30_blasted/30.150.164.cnf, 1648
r30_blasted/30.150.204.cnf, 4684
r30_blasted/30.150.68.cnf, 16782
r30_blasted/30.150.38.cnf, 4578
r30_blasted/30.150.174.cnf, 3281
r30_blasted/30.150.183.cnf, 521
r30_blasted/30.150.44.cnf, 3698
r30_blasted/30.150.18.cnf, 2445
r30_blasted/30.150.31.cnf, 5256
r30_blasted/30.150.14.cnf, 5269
r30_blasted/30.150.119.cnf, 8782
r30_blasted/30.150.186.cnf, 5137
r30_blasted/30.150.265.cnf, 2267
r30_blasted/30.150.261.cnf, 24458
r30_blasted/30.150.19.cnf, 4664
r30_blasted/30.150.92.cnf, 3125
r30_blasted/30.150.110.cnf, 4136
r30_blasted/30.150.46.cnf, 1814
r30_blasted/30.150.148.cnf, 821
r30_blasted/30.150.245.cnf, 6205
r30_blasted/30.150.194.cnf, 2169
r30_blasted/30.150.277.cnf, 3317
r30_blasted/30.150.239.cnf, 2006
r30_blasted/30.150.139.cnf, 13953
r30_blasted/30.150.82.cnf, 6973
r30_blasted/30.150.189.cnf, 736
r30_blasted/30.150.0.cnf, 1504
r30_blasted/30.150.196.cnf, 13107
r30_blasted/30.150.37.cnf, 3342
r30_blasted/30.150.154.cnf, 950
r30_blasted/30.150.184.cnf, 2423
r30_blasted/30.150.296.cnf, 2904
r30_blasted/30.150.247.cnf, 1983
r30_blasted/30.150.69.cnf, 2156
r30_blasted/30.150.87.cnf, 7736
r30_blasted/30.150.136.cnf, 3553
r30_blasted/30.150.100.cnf, 3058
r30_blasted/30.150.218.cnf, 10946
r30_blasted/30.150.141.cnf, 6376
r30_blasted/30.150.118.cnf, 4735
r30_blasted/30.150.167.cnf, 17949
r30_blasted/30.150.249.cnf, 1526
r30_blasted/30.150.283.cnf, 7150
r30_blasted/30.150.217.cnf, 16257
r30_blasted/30.150.29.cnf, 10515
r30_blasted/30.150.51.cnf, 9187
r30_blasted/30.150.179.cnf, 1079
r30_blasted/30.150.58.cnf, 3779
r30_blasted/30.150.88.cnf, 5158
r30_blasted/30.150.16.cnf, 6822
r30_blasted/30.150.113.cnf, 1438
r30_blasted/30.150.238.cnf, 3691
r30_blasted/30.150.205.cnf, 3106
r30_blasted/30.150.107.cnf, 1332
r30_blasted/30.150.203.cnf, 18777
r30_blasted/30.150.17.cnf, 13911
r30_blasted/30.150.149.cnf, 5142
r30_blasted/30.150.47.cnf, 32911
r30_blasted/30.150.111.cnf, 4030
r30_blasted/30.150.108.cnf, 9833
r30_blasted/30.150.97.cnf, 1597
r30_blasted/30.150.98.cnf, 10886
r30_blasted/30.150.214.cnf, 3221
r30_blasted/30.150.61.cnf, 7936
r30_blasted/30.150.198.cnf, 2420
r30_blasted/30.150.175.cnf, 6238
r30_blasted/30.150.65.cnf, 10147
r30_blasted/30.150.36.cnf, 988
r30_blasted/30.150.80.cnf, 3402
r30_blasted/30.150.162.cnf, 24656
r30_blasted/30.150.70.cnf, 2253
r30_blasted/30.150.151.cnf, 7016
r30_blasted/30.150.78.cnf, 7933
r30_blasted/30.150.192.cnf, 42039
r30_blasted/30.150.193.cnf, 932
r30_blasted/30.150.229.cnf, 357
r30_blasted/30.150.133.cnf, 1955
r30_blasted/30.150.22.cnf, 4460
r30_blasted/30.150.109.cnf, 11103
r30_blasted/30.150.21.cnf, 1747
r30_blasted/30.150.55.cnf, 2421
r30_blasted/30.150.266.cnf, 1539
r30_blasted/30.150.63.cnf, 8904
r30_blasted/30.150.138.cnf, 11370
r30_blasted/30.150.71.cnf, 16403
r30_blasted/30.150.212.cnf, 3606
r30_blasted/30.150.73.cnf, 9801
r30_blasted/30.150.101.cnf, 14621
r30_blasted/30.150.293.cnf, 1099
r30_blasted/30.150.152.cnf, 5047
r30_blasted/30.150.270.cnf, 9291
r30_blasted/30.150.90.cnf, 7722
r30_blasted/30.150.156.cnf, 6363
r30_blasted/30.150.5.cnf, 13066
r30_blasted/30.150.278.cnf, 1509
r30_blasted/30.150.23.cnf, 1445
r30_blasted/30.150.182.cnf, 14053
r30_blasted/30.150.166.cnf, 19331
r30_blasted/30.150.104.cnf, 5419
r30_blasted/30.150.286.cnf, 1369
r30_blasted/30.150.169.cnf, 1761
r30_blasted/30.150.43.cnf, 298
r30_blasted/30.150.177.cnf, 10364
r30_blasted/30.150.42.cnf, 1303
r30_blasted/30.150.231.cnf, 3145
r30_blasted/30.150.275.cnf, 4439
r30_blasted/30.150.187.cnf, 4821
r30_blasted/30.150.288.cnf, 2717
r30_blasted/30.150.53.cnf, 2562
r30_blasted/30.150.159.cnf, 8500
r30_blasted/30.150.93.cnf, 2140
r30_blasted/30.150.172.cnf, 9870
r30_blasted/30.150.171.cnf, 7024
r30_blasted/30.150.264.cnf, 1441
r30_blasted/30.150.32.cnf, 4442
r30_blasted/30.150.150.cnf, 1873
r30_blasted/30.150.91.cnf, 1338
r30_blasted/30.150.121.cnf, 20466
r30_blasted/30.150.2.cnf, 8214
r30_blasted/30.150.241.cnf, 4973
r30_blasted/30.150.12.cnf, 2110
r30_blasted/30.150.243.cnf, 17841
r30_blasted/30.150.294.cnf, 1871
r30_blasted/30.150.176.cnf, 5671
r30_blasted/30.150.234.cnf, 1531
r30_blasted/30.150.153.cnf, 6942
r30_blasted/30.150.280.cnf, 1083
r30_blasted/30.150.161.cnf, 24353
r30_blasted/30.150.124.cnf, 1807
r30_blasted/30.150.67.cnf, 5539
r30_blasted/30.150.74.cnf, 8862
r30_blasted/30.150.147.cnf, 8126
r30_blasted/30.150.263.cnf, 10626
r30_blasted/30.150.144.cnf, 17855
r30_blasted/30.150.291.cnf, 763
r30_blasted/30.150.224.cnf, 1836
r30_blasted/30.150.216.cnf, 8128
r30_blasted/30.150.125.cnf, 4975
r30_blasted/30.150.28.cnf, 6578
r30_blasted/30.150.165.cnf, 9175
r30_blasted/30.150.158.cnf, 2217
r30_blasted/30.150.34.cnf, 1367
r30_blasted/30.150.126.cnf, 21097
r30_blasted/30.150.173.cnf, 3921
r30_blasted/30.150.295.cnf, 6988
r30_blasted/30.150.228.cnf, 5923
