file, #m
r30_blasted/30.150.11.cnf, 3079
r30_blasted/30.150.233.cnf, 5214
r30_blasted/30.150.72.cnf, 8682
r30_blasted/30.150.35.cnf, 4349
r30_blasted/30.150.227.cnf, 9224
r30_blasted/30.150.188.cnf, 11798
r30_blasted/30.150.246.cnf, 8334
r30_blasted/30.150.102.cnf, 902
r30_blasted/30.150.262.cnf, 35264
r30_blasted/30.150.220.cnf, 21168
r30_blasted/30.150.96.cnf, 4478
r30_blasted/30.150.298.cnf, 14184
r30_blasted/30.150.115.cnf, 1620
r30_blasted/30.150.168.cnf, 3206
r30_blasted/30.150.260.cnf, 4429
r30_blasted/30.150.129.cnf, 5182
r30_blasted/30.150.114.cnf, 1482
r30_blasted/30.150.155.cnf, 867
r30_blasted/30.150.146.cnf, 1434
r30_blasted/30.150.206.cnf, 3311
r30_blasted/30.150.122.cnf, 4984
r30_blasted/30.150.272.cnf, 2413
r30_blasted/30.150.252.cnf, 2408
r30_blasted/30.150.190.cnf, 8665
r30_blasted/30.150.10.cnf, 3020
r30_blasted/30.150.112.cnf, 9433
r30_blasted/30.150.240.cnf, 7655
r30_blasted/30.150.257.cnf, 887
r30_blasted/30.150.232.cnf, 2978
r30_blasted/30.150.6.cnf, 539
r30_blasted/30.150.237.cnf, 6863
r30_blasted/30.150.276.cnf, 3216
r30_blasted/30.150.26.cnf, 13671
r30_blasted/30.150.290.cnf, 6875
r30_blasted/30.150.160.cnf, 5041
r30_blasted/30.150.210.cnf, 20341
r30_blasted/30.150.57.cnf, 389
r30_blasted/30.150.130.cnf, 18381
r30_blasted/30.150.3.cnf, 9296
r30_blasted/30.150.258.cnf, 22502
r30_blasted/30.150.199.cnf, 1928
r30_blasted/30.150.62.cnf, 4796
r30_blasted/30.150.116.cnf, 3417
r30_blasted/30.150.143.cnf, 1681
r30_blasted/30.150.250.cnf, 3549
r30_blasted/30.150.282.cnf, 5267
r30_blasted/30.150.200.cnf, 10253
r30_blasted/30.150.94.cnf, 3476
r30_blasted/30.150.135.cnf, 1829
r30_blasted/30.150.60.cnf, 2069
r30_blasted/30.150.45.cnf, 3989
r30_blasted/30.150.131.cnf, 7742
r30_blasted/30.150.132.cnf, 13086
r30_blasted/30.150.215.cnf, 8528
r30_blasted/30.150.59.cnf, 2797
r30_blasted/30.150.95.cnf, 1896
r30_blasted/30.150.281.cnf, 22675
r30_blasted/30.150.273.cnf, 655
r30_blasted/30.150.279.cnf, 14235
r30_blasted/30.150.269.cnf, 3803
r30_blasted/30.150.292.cnf, 4735
r30_blasted/30.150.40.cnf, 6111
r30_blasted/30.150.236.cnf, 1450
r30_blasted/30.150.254.cnf, 11395
r30_blasted/30.150.297.cnf, 7408
r30_blasted/30.150.117.cnf, 3969
r30_blasted/30.150.244.cnf, 5470
r30_blasted/30.150.185.cnf, 2926
r30_blasted/30.150.27.cnf, 9226
r30_blasted/30.150.86.cnf, 4519
r30_blasted/30.150.223.cnf, 16395
r30_blasted/30.150.140.cnf, 16372
r30_blasted/30.150.66.cnf, 5158
r30_blasted/30.150.255.cnf, 5032
r30_blasted/30.150.225.cnf, 1035
r30_blasted/30.150.191.cnf, 1553
r30_blasted/30.150.142.cnf, 3416
r30_blasted/30.150.120.cnf, 7047
r30_blasted/30.150.123.cnf, 1652
r30_blasted/30.150.25.cnf, 2425
r30_blasted/30.150.287.cnf, 16066
r30_blasted/30.150.253.cnf, 7079
r30_blasted/30.150.242.cnf, 5041
r30_blasted/30.150.83.cnf, 9051
r30_blasted/30.150.49.cnf, 7536
r30_blasted/30.150.180.cnf, 3627
r30_blasted/30.150.178.cnf, 1732
r30_blasted/30.150.274.cnf, 591
r30_blasted/30.150.99.cnf, 5977
r30_blasted/30.150.285.cnf, 5157
r30_blasted/30.150.64.cnf, 4293
r30_blasted/30.150.56.cnf, 4928
r30_blasted/30.150.15.cnf, 4646
r30_blasted/30.150.197.cnf, 6429
r30_blasted/30.150.103.cnf, 8384
r30_blasted/30.150.1.cnf, 5461
r30_blasted/30.150.256.cnf, 1707
r30_blasted/30.150.81.cnf, 1091
r30_blasted/30.150.79.cnf, 12461
r30_blasted/30.150.7.cnf, 645
r30_blasted/30.150.170.cnf, 3197
r30_blasted/30.150.33.cnf, 7773
r30_blasted/30.150.77.cnf, 5203
r30_blasted/30.150.248.cnf, 7834
r30_blasted/30.150.106.cnf, 12578
r30_blasted/30.150.84.cnf, 3093
r30_blasted/30.150.202.cnf, 7490
r30_blasted/30.150.221.cnf, 3430
r30_blasted/30.150.39.cnf, 3652
r30_blasted/30.150.24.cnf, 1926
r30_blasted/30.150.299.cnf, 4653
r30_blasted/30.150.105.cnf, 2915
r30_blasted/30.150.134.cnf, 11527
r30_blasted/30.150.89.cnf, 14757
r30_blasted/30.150.4.cnf, 4024
r30_blasted/30.150.289.cnf, 10242
r30_blasted/30.150.268.cnf, 19776
r30_blasted/30.150.271.cnf, 11774
r30_blasted/30.150.20.cnf, 7513
r30_blasted/30.150.50.cnf, 14265
r30_blasted/30.150.48.cnf, 3732
r30_blasted/30.150.211.cnf, 2795
r30_blasted/30.150.222.cnf, 13011
r30_blasted/30.150.181.cnf, 3553
r30_blasted/30.150.9.cnf, 4682
r30_blasted/30.150.230.cnf, 2383
r30_blasted/30.150.267.cnf, 9965
r30_blasted/30.150.137.cnf, 5711
r30_blasted/30.150.284.cnf, 957
r30_blasted/30.150.41.cnf, 1458
r30_blasted/30.150.163.cnf, 15497
r30_blasted/30.150.30.cnf, 13975
r30_blasted/30.150.226.cnf, 5871
r30_blasted/30.150.52.cnf, 3354
r30_blasted/30.150.208.cnf, 2892
r30_blasted/30.150.13.cnf, 16723
r30_blasted/30.150.219.cnf, 4058
r30_blasted/30.150.207.cnf, 8353
r30_blasted/30.150.235.cnf, 5838
r30_blasted/30.150.75.cnf, 1818
r30_blasted/30.150.201.cnf, 14606
r30_blasted/30.150.8.cnf, 14036
r30_blasted/30.150.213.cnf, 737
r30_blasted/30.150.85.cnf, 5634
r30_blasted/30.150.259.cnf, 7166
r30_blasted/30.150.209.cnf, 2994
r30_blasted/30.150.127.cnf, 5926
