file, #m
r30c90/30.90.77.cnf, 6803
r30c90/30.90.231.cnf, 948
r30c90/30.90.118.cnf, 5873
r30c90/30.90.202.cnf, 3567
r30c90/30.90.23.cnf, 6940
r30c90/30.90.133.cnf, 4324
r30c90/30.90.21.cnf, 5811
r30c90/30.90.267.cnf, 2500
r30c90/30.90.200.cnf, 1702
r30c90/30.90.89.cnf, 5520
r30c90/30.90.190.cnf, 1772
r30c90/30.90.110.cnf, 11342
r30c90/30.90.291.cnf, 1717
r30c90/30.90.275.cnf, 4260
r30c90/30.90.181.cnf, 5245
r30c90/30.90.71.cnf, 319
r30c90/30.90.44.cnf, 2583
r30c90/30.90.266.cnf, 1101
r30c90/30.90.141.cnf, 26220
r30c90/30.90.76.cnf, 4736
r30c90/30.90.100.cnf, 11386
r30c90/30.90.236.cnf, 1726
r30c90/30.90.119.cnf, 22122
r30c90/30.90.132.cnf, 5443
r30c90/30.90.203.cnf, 7528
r30c90/30.90.139.cnf, 9654
r30c90/30.90.86.cnf, 12586
r30c90/30.90.274.cnf, 18419
r30c90/30.90.26.cnf, 20981
r30c90/30.90.171.cnf, 5595
r30c90/30.90.87.cnf, 110
r30c90/30.90.96.cnf, 1190
r30c90/30.90.251.cnf, 3804
r30c90/30.90.159.cnf, 2043
r30c90/30.90.218.cnf, 5852
r30c90/30.90.58.cnf, 2708
r30c90/30.90.122.cnf, 680
r30c90/30.90.257.cnf, 533
r30c90/30.90.109.cnf, 8494
r30c90/30.90.5.cnf, 7921
r30c90/30.90.212.cnf, 3650
r30c90/30.90.295.cnf, 6483
r30c90/30.90.223.cnf, 4668
r30c90/30.90.166.cnf, 1804
r30c90/30.90.52.cnf, 17995
r30c90/30.90.297.cnf, 6913
r30c90/30.90.143.cnf, 1416
r30c90/30.90.219.cnf, 5239
r30c90/30.90.41.cnf, 5589
r30c90/30.90.198.cnf, 490
r30c90/30.90.54.cnf, 11761
r30c90/30.90.175.cnf, 1381
r30c90/30.90.66.cnf, 33769
r30c90/30.90.281.cnf, 14334
r30c90/30.90.37.cnf, 5085
r30c90/30.90.230.cnf, 276
r30c90/30.90.142.cnf, 675
r30c90/30.90.90.cnf, 2198
r30c90/30.90.38.cnf, 2530
r30c90/30.90.210.cnf, 21476
r30c90/30.90.174.cnf, 2554
r30c90/30.90.50.cnf, 9030
r30c90/30.90.214.cnf, 9668
r30c90/30.90.196.cnf, 658
r30c90/30.90.31.cnf, 15398
r30c90/30.90.163.cnf, 1552
r30c90/30.90.224.cnf, 2712
r30c90/30.90.60.cnf, 10943
r30c90/30.90.222.cnf, 17145
r30c90/30.90.15.cnf, 3899
r30c90/30.90.271.cnf, 13486
r30c90/30.90.108.cnf, 2751
r30c90/30.90.64.cnf, 1218
r30c90/30.90.61.cnf, 1323
r30c90/30.90.144.cnf, 2965
r30c90/30.90.10.cnf, 2691
r30c90/30.90.155.cnf, 2099
r30c90/30.90.95.cnf, 3678
r30c90/30.90.72.cnf, 1012
r30c90/30.90.33.cnf, 621
r30c90/30.90.28.cnf, 4756
r30c90/30.90.240.cnf, 984
r30c90/30.90.102.cnf, 5456
r30c90/30.90.250.cnf, 20574
r30c90/30.90.94.cnf, 48
r30c90/30.90.78.cnf, 11003
r30c90/30.90.11.cnf, 23809
r30c90/30.90.289.cnf, 4941
r30c90/30.90.217.cnf, 10740
r30c90/30.90.286.cnf, 7614
r30c90/30.90.147.cnf, 3812
r30c90/30.90.68.cnf, 2324
r30c90/30.90.91.cnf, 3631
r30c90/30.90.13.cnf, 10318
r30c90/30.90.25.cnf, 3639
r30c90/30.90.36.cnf, 282
r30c90/30.90.235.cnf, 772
r30c90/30.90.63.cnf, 5491
r30c90/30.90.8.cnf, 5168
r30c90/30.90.116.cnf, 1586
r30c90/30.90.197.cnf, 6713
r30c90/30.90.134.cnf, 5418
r30c90/30.90.237.cnf, 1302
r30c90/30.90.277.cnf, 2316
r30c90/30.90.292.cnf, 7367
r30c90/30.90.261.cnf, 6725
r30c90/30.90.177.cnf, 2822
r30c90/30.90.160.cnf, 1709
r30c90/30.90.276.cnf, 18852
r30c90/30.90.81.cnf, 6512
r30c90/30.90.264.cnf, 1461
r30c90/30.90.204.cnf, 8700
r30c90/30.90.182.cnf, 5298
r30c90/30.90.93.cnf, 2096
r30c90/30.90.232.cnf, 2462
r30c90/30.90.19.cnf, 8981
r30c90/30.90.183.cnf, 17714
r30c90/30.90.67.cnf, 9343
r30c90/30.90.131.cnf, 14586
r30c90/30.90.129.cnf, 10365
r30c90/30.90.152.cnf, 4632
r30c90/30.90.242.cnf, 6041
r30c90/30.90.137.cnf, 1849
r30c90/30.90.290.cnf, 3533
