file, N, Y, Yl, Yh, state, mem, time
cnf/sundermann/business/erp_system/Pereira2016.cnf, 10000, 1.26942e+329, -1.67216e+329, 4.211e+329, done, 1192189, 1.16908
cnf/sundermann/e_commerce/e_agribusiness/Pereira2016.cnf, 1546, 9.30828e+558, 7.17554e+558, 1.1441e+559, done, 1141268, 0.456974
cnf/sundermann/finance/FinancialServices01/Nieke2018-2018-05-09.cnf, 10000, 1.01685e+14, 7.38327e+13, 1.29538e+14, done, 1322827, 0.518267
cnf/sundermann/finance/decisionmaking/AlHajjaji2019.cnf, 10000, 7.99112e+91, -1.5638e+91, 1.7546e+92, done, 12110880, 130.154
cnf/sundermann/finance/bank/AlHajjaji2019.cnf, 135, 4.90768e+31, 3.85331e+31, 5.96205e+31, done, 1139789, 0.0193017
cnf/sundermann/automotive/automotive01/Kowal2016.cnf, 4394, 5.54717e+210, 4.27226e+210, 6.82209e+210, done, 1140871, 0.369711
cnf/sundermann/deep_learning/cnn-architecture/Ghamizi2019-light.cnf, 5423, 1.4052e+185, 1.0813e+185, 1.7291e+185, done, 1140891, 0.37334
cnf/sundermann/security/CVE/VarelaVaca2020-2020-9372.cnf, 25, 844, 844, 844, done, 1140060, 0.0228221
cnf/sundermann/database/berkeleydb/Hierons2020.cnf, 25, 32, 32, 32, done, 1139924, 0.0186261
cnf/sundermann/hardware/pc-richmond/Sprey2020.cnf, 521, 2.43946e+21, 1.88648e+21, 2.99243e+21, done, 1140060, 0.0268884
cnf/sundermann/systems_software/innovator/Berger2013.cnf, 10000, 1.87169e+131, 3.80472e+129, 3.70533e+131, done, 1140785, 0.425131
cnf/sundermann/systems_software/innovator/Knüppel2017.cnf, 10000, 1.33897e+131, -8.08929e+130, 3.48688e+131, done, 1140604, 0.361548
cnf/sundermann/systems_software/aeb/Berger2013.cnf, 10000, 4.87059e+121, -1.61825e+121, 1.13594e+122, done, 1140604, 0.363982
cnf/sundermann/systems_software/aeb/Knüppel2017.cnf, 10000, 1.27725e+121, -7.31478e+120, 3.28597e+121, done, 1140477, 0.410975
cnf/sundermann/systems_software/stdeval1/Berger2013.cnf, 10000, 5.65138e+119, 9.87564e+118, 1.03152e+120, done, 1140924, 0.389513
cnf/sundermann/systems_software/stdeval1/Knüppel2017.cnf, 10000, 2.14431e+118, -1.04276e+118, 5.33139e+118, done, 1140658, 0.333118
cnf/sundermann/systems_software/iq80310/Berger2013.cnf, 10000, 5.89584e+127, -3.09553e+127, 1.48872e+128, done, 1149063, 0.419241
cnf/sundermann/systems_software/iq80310/Knüppel2017.cnf, 10000, 4.93249e+126, -7.47106e+124, 9.93969e+126, done, 1140903, 0.542937
cnf/sundermann/systems_software/pc_i82544/Berger2013.cnf, 10000, 1.85917e+127, -9.70553e+126, 4.68889e+127, done, 1140617, 0.336923
cnf/sundermann/systems_software/pc_i82544/Knüppel2017.cnf, 10000, 3.54536e+126, -2.38266e+126, 9.47338e+126, done, 1560473, 0.363782
cnf/sundermann/systems_software/sleb/Berger2013.cnf, 10000, 1.53871e+119, -7.09431e+117, 3.14836e+119, done, 1140658, 0.331054
cnf/sundermann/systems_software/sleb/Knüppel2017.cnf, 10000, 3.03578e+119, -8.37119e+118, 6.90868e+119, done, 1140781, 0.350433
cnf/sundermann/systems_software/aim711/Berger2013.cnf, 10000, 6.10149e+126, -3.36436e+126, 1.55673e+127, done, 1208045, 0.536668
cnf/sundermann/systems_software/aim711/Knüppel2017.cnf, 10000, 1.88428e+126, -1.59273e+126, 5.36129e+126, done, 1140764, 0.374874
cnf/sundermann/systems_software/olpcl2294/Berger2013.cnf, 10000, 3.00567e+127, -8.9144e+126, 6.90279e+127, done, 1140953, 0.472518
cnf/sundermann/systems_software/olpcl2294/Knüppel2017.cnf, 10000, 1.67764e+126, 4.4824e+125, 2.90705e+126, done, 1140776, 0.385052
cnf/sundermann/systems_software/h8300h_sim/Berger2013.cnf, 10000, 1.24631e+119, -3.12479e+118, 2.80511e+119, done, 1140662, 0.358328
cnf/sundermann/systems_software/h8300h_sim/Knüppel2017.cnf, 10000, 1.59417e+118, -7.87391e+117, 3.97572e+118, done, 1140477, 0.300193
