file, mod
r30cVqV/92.0.1.1.cnf, 0.124435
r30cVqV/101.0.2.1.cnf, 0.132778
r30cVqV/98.0.3.2.cnf, 0.261974
r30cVqV/99.0.6.1.cnf, 0.576079
r30cVqV/94.0.2.2.cnf, 0.0985866
r30cVqV/103.0.1.1.cnf, 0
r30cVqV/97.0.1.1.cnf, 0.112989
r30cVqV/98.0.3.1.cnf, 0.188883
r30cVqV/102.0.1.2.cnf, 0.0934042
r30cVqV/106.0.5.1.cnf, 0.508783
r30cVqV/100.0.2.1.cnf, 0.235634
r30cVqV/96.0.4.2.cnf, 0.417692
r30cVqV/103.0.2.1.cnf, 0
r30cVqV/96.0.9.1.cnf, 0.663661
r30cVqV/99.0.7.2.cnf, 0.657018
r30cVqV/96.0.6.1.cnf, 0.595066
r30cVqV/107.0.6.2.cnf, 0.573146
r30cVqV/114.0.2.1.cnf, 0.0741083
r30cVqV/114.0.3.2.cnf, 0
r30cVqV/109.0.9.2.cnf, 0.662857
r30cVqV/99.0.5.2.cnf, 0.479245
r30cVqV/109.0.1.2.cnf, 0
r30cVqV/102.0.2.1.cnf, 0
r30cVqV/100.0.5.2.cnf, 0.46417
r30cVqV/98.0.1.1.cnf, 0.169389
r30cVqV/105.0.3.1.cnf, 0.168454
r30cVqV/94.0.7.1.cnf, 0.664698
r30cVqV/96.0.2.2.cnf, 0.15191
r30cVqV/104.0.4.1.cnf, 0.394848
r30cVqV/94.0.5.1.cnf, 0.475268
r30cVqV/101.0.3.1.cnf, 0.202333
r30cVqV/110.0.8.1.cnf, 0.665981
r30cVqV/100.0.7.1.cnf, 0.666597
r30cVqV/107.0.4.2.cnf, 0.434726
r30cVqV/108.0.1.1.cnf, 0
r30cVqV/99.0.1.1.cnf, 0
r30cVqV/113.0.2.1.cnf, 0.0656888
r30cVqV/96.0.7.1.cnf, 0.664714
r30cVqV/113.0.7.2.cnf, 0.663066
r30cVqV/97.0.8.2.cnf, 0.664683
r30cVqV/104.0.2.1.cnf, 0
r30cVqV/101.0.4.2.cnf, 0.399046
r30cVqV/99.0.3.1.cnf, 0.306385
r30cVqV/106.0.3.1.cnf, 0.144439
r30cVqV/104.0.6.2.cnf, 0.654507
r30cVqV/94.0.4.1.cnf, 0.342506
r30cVqV/93.0.4.1.cnf, 0.433692
r30cVqV/110.0.3.1.cnf, 0.337025
r30cVqV/95.0.4.1.cnf, 0.421005
r30cVqV/96.0.3.1.cnf, 0.282923
r30cVqV/111.0.8.1.cnf, 0.665937
r30cVqV/100.0.6.1.cnf, 0.598501
r30cVqV/104.0.1.1.cnf, 0.11974
r30cVqV/97.0.5.1.cnf, 0.544633
r30cVqV/104.0.4.2.cnf, 0.3652
r30cVqV/100.0.5.1.cnf, 0.494065
r30cVqV/112.0.4.1.cnf, 0.384087
r30cVqV/98.0.9.2.cnf, 0.66447
r30cVqV/111.0.4.2.cnf, 0.375592
r30cVqV/102.0.2.2.cnf, 0.123321
r30cVqV/114.0.3.1.cnf, 0.282959
r30cVqV/95.0.8.1.cnf, 0.665048
r30cVqV/109.0.8.1.cnf, 0.665397
r30cVqV/99.0.8.2.cnf, 0.665238
r30cVqV/95.0.5.2.cnf, 0.544379
r30cVqV/95.0.9.2.cnf, 0.661514
r30cVqV/102.0.9.1.cnf, 0.6562
r30cVqV/95.0.7.1.cnf, 0.665686
r30cVqV/91.0.1.1.cnf, 0.104335
r30cVqV/98.0.4.1.cnf, 0.336274
r30cVqV/93.0.5.2.cnf, 0.53116
r30cVqV/94.0.8.2.cnf, 0.665048
r30cVqV/97.0.9.2.cnf, 0.66059
r30cVqV/105.0.9.1.cnf, 0.662645
r30cVqV/94.0.3.2.cnf, 0.105677
r30cVqV/93.0.6.2.cnf, 0.610665
r30cVqV/91.0.2.1.cnf, 0.201289
r30cVqV/105.0.4.1.cnf, 0.482249
r30cVqV/90.0.5.2.cnf, 0.486302
r30cVqV/99.0.1.2.cnf, 0.120644
r30cVqV/100.0.9.1.cnf, 0.6662
r30cVqV/101.0.8.2.cnf, 0.665348
r30cVqV/107.0.3.2.cnf, 0.341345
r30cVqV/109.0.7.1.cnf, 0.663923
r30cVqV/96.0.8.1.cnf, 0.663845
r30cVqV/93.0.3.2.cnf, 0.151518
r30cVqV/92.0.1.2.cnf, 0
r30cVqV/100.0.8.2.cnf, 0.6658
r30cVqV/90.0.3.2.cnf, 0.159012
r30cVqV/107.0.5.1.cnf, 0.495254
r30cVqV/111.0.9.1.cnf, 0.656651
r30cVqV/96.0.3.2.cnf, 0.289714
r30cVqV/91.0.3.1.cnf, 0.286804
r30cVqV/94.0.9.1.cnf, 0.662807
r30cVqV/111.0.5.1.cnf, 0.494188
r30cVqV/98.0.7.1.cnf, 0.660219
r30cVqV/107.0.8.2.cnf, 0.652276
r30cVqV/100.0.4.2.cnf, 0.422814
r30cVqV/95.0.2.2.cnf, 0.130015
r30cVqV/100.0.1.2.cnf, 0.132244
r30cVqV/110.0.1.1.cnf, 0
r30cVqV/99.0.2.1.cnf, 0
r30cVqV/108.0.7.1.cnf, 0.665005
r30cVqV/113.0.3.2.cnf, 0
r30cVqV/101.0.9.2.cnf, 0.659794
r30cVqV/113.0.3.1.cnf, 0.287787
r30cVqV/111.0.7.2.cnf, 0.66595
r30cVqV/93.0.1.2.cnf, 0.123226
r30cVqV/92.0.3.1.cnf, 0.308207
r30cVqV/102.0.7.2.cnf, 0.662288
r30cVqV/94.0.5.2.cnf, 0.548079
r30cVqV/91.0.4.1.cnf, 0.281783
r30cVqV/102.0.5.1.cnf, 0.472601
r30cVqV/90.0.7.2.cnf, 0.659008
r30cVqV/92.0.9.1.cnf, 0.652593
r30cVqV/105.0.9.2.cnf, 0.6648
r30cVqV/97.0.9.1.cnf, 0.652127
r30cVqV/90.0.8.2.cnf, 0.66229
r30cVqV/92.0.4.2.cnf, 0.415967
r30cVqV/108.0.1.2.cnf, 0
r30cVqV/90.0.5.1.cnf, 0.418189
r30cVqV/96.0.7.2.cnf, 0.664171
r30cVqV/105.0.3.2.cnf, 0.301097
r30cVqV/109.0.9.1.cnf, 0.665036
r30cVqV/103.0.8.1.cnf, 0.6614
r30cVqV/112.0.9.2.cnf, 0.666614
r30cVqV/108.0.2.1.cnf, 0
r30cVqV/112.0.3.2.cnf, 0.384938
r30cVqV/95.0.9.1.cnf, 0.658111
r30cVqV/103.0.4.2.cnf, 0.401923
r30cVqV/113.0.4.1.cnf, 0.291614
r30cVqV/111.0.3.1.cnf, 0.345344
r30cVqV/107.0.7.1.cnf, 0.665397
r30cVqV/91.0.8.1.cnf, 0.66229
r30cVqV/92.0.8.2.cnf, 0.665548
r30cVqV/96.0.5.2.cnf, 0.470852
r30cVqV/97.0.4.1.cnf, 0.396854
r30cVqV/101.0.8.1.cnf, 0.666054
r30cVqV/96.0.1.1.cnf, 0
r30cVqV/101.0.1.1.cnf, 0.126467
r30cVqV/97.0.8.1.cnf, 0.665148
r30cVqV/101.0.7.2.cnf, 0.656872
r30cVqV/98.0.1.2.cnf, 0.108334
r30cVqV/91.0.9.2.cnf, 0.651111
r30cVqV/108.0.9.1.cnf, 0.666667
r30cVqV/109.0.8.2.cnf, 0.65072
r30cVqV/110.0.7.1.cnf, 0.661866
r30cVqV/92.0.6.2.cnf, 0.54951
r30cVqV/98.0.5.2.cnf, 0.482507
r30cVqV/106.0.6.1.cnf, 0.637914
r30cVqV/114.0.9.2.cnf, 0.663583
r30cVqV/103.0.6.1.cnf, 0.634938
r30cVqV/101.0.5.1.cnf, 0.445937
r30cVqV/104.0.1.2.cnf, 0
r30cVqV/105.0.8.2.cnf, 0.652922
