file, isUniform, pvalue
/home/users/ozeyen/r30_blasted/30.150.273.cnf, False, 4.355718921456803e-07
/home/users/ozeyen/r30_blasted/30.150.189.cnf, True, 0.013813438773805352
/home/users/ozeyen/r30_blasted/30.150.291.cnf, False, 1.2908697368547656e-12
/home/users/ozeyen/r30_blasted/30.150.91.cnf, , 
/home/users/ozeyen/r30_blasted/30.150.155.cnf, False, 3.4511147401639308e-09
/home/users/ozeyen/r30_blasted/30.150.257.cnf, False, 2.9062322728555943e-08
/home/users/ozeyen/r30_blasted/30.150.102.cnf, False, 3.525918027310226e-11
/home/users/ozeyen/r30_blasted/30.150.284.cnf, False, 2.3455142310340228e-07
/home/users/ozeyen/r30_blasted/30.150.154.cnf, False, 6.719371481061408e-47
/home/users/ozeyen/r30_blasted/30.150.35.cnf, , 
/home/users/ozeyen/r30_blasted/30.150.81.cnf, False, 7.82204145835251e-08
/home/users/ozeyen/r30_blasted/30.150.293.cnf, False, 1.0197256127133277e-27
/home/users/ozeyen/r30_blasted/30.150.179.cnf, False, 1.4560573366003037e-87
/home/users/ozeyen/r30_blasted/30.150.178.cnf, , 
/home/users/ozeyen/r30_blasted/30.150.34.cnf, False, 6.711765897918414e-66
/home/users/ozeyen/r30_blasted/30.150.41.cnf, True, 0.00022489303704680902
/home/users/ozeyen/r30_blasted/30.150.114.cnf, False, 2.1198304012217786e-12
/home/users/ozeyen/r30_blasted/30.150.236.cnf, False, 6.454842820068606e-48
/home/users/ozeyen/r30_blasted/30.150.249.cnf, False, 4.1697478189699205e-07
/home/users/ozeyen/r30_blasted/30.150.0.cnf, False, 9.424952186275872e-05
/home/users/ozeyen/r30_blasted/30.150.266.cnf, False, 5.778145552521214e-13
/home/users/ozeyen/r30_blasted/30.150.191.cnf, False, 1.0460979825992037e-12
/home/users/ozeyen/r30_blasted/30.150.198.cnf, , 
/home/users/ozeyen/r30_blasted/30.150.256.cnf, False, 1.1404317151759003e-14
/home/users/ozeyen/r30_blasted/30.150.46.cnf, False, 3.347662608029027e-48
/home/users/ozeyen/r30_blasted/30.150.95.cnf, False, 3.122887283560955e-14
/home/users/ozeyen/r30_blasted/30.150.199.cnf, False, 5.324441022573673e-14
/home/users/ozeyen/r30_blasted/30.150.24.cnf, False, 8.793822513023145e-13
/home/users/ozeyen/r30_blasted/30.150.280.cnf, False, 4.660730343438279e-09
/home/users/ozeyen/r30_blasted/30.150.93.cnf, False, 2.6613436580100172e-15
/home/users/ozeyen/r30_blasted/30.150.194.cnf, False, 3.107228425186423e-34
/home/users/ozeyen/r30_blasted/30.150.252.cnf, False, 1.1612380756956483e-17
/home/users/ozeyen/r30_blasted/30.150.272.cnf, False, 1.89984862768179e-16
/home/users/ozeyen/r30_blasted/30.150.25.cnf, False, 1.8232011670174078e-18
/home/users/ozeyen/r30_blasted/30.150.195.cnf, False, 1.7223038090150662e-65
/home/users/ozeyen/r30_blasted/30.150.53.cnf, False, 3.541675350037058e-21
/home/users/ozeyen/r30_blasted/30.150.224.cnf, False, 3.5026483077360707e-19
/home/users/ozeyen/r30_blasted/30.150.239.cnf, False, 8.718664190409494e-21
/home/users/ozeyen/r30_blasted/30.150.57.cnf, True, 0.003961949890743393
/home/users/ozeyen/r30_blasted/30.150.288.cnf, False, 2.7619311316505732e-77
/home/users/ozeyen/r30_blasted/30.150.296.cnf, False, 2.704861364523309e-40
/home/users/ozeyen/r30_blasted/30.150.84.cnf, False, 6.217680379948214e-07
/home/users/ozeyen/r30_blasted/30.150.92.cnf, False, 5.845727362390323e-29
