file, isUniform, pvalue, time, timeout
r30c150b1000/30.150.136.cnf, False, 2.8925960160593618e-307, 3.5294246673583984, False
r30c150b1000/30.150.241.cnf, False, 2.462584466112567e-196, 9.093217134475708, False
r30c150b1000/30.150.191.cnf, False, 1.8984869069479157e-253, 12.577025413513184, False
r30c150b1000/30.150.34.cnf, False, 7.381822355544862e-127, 9.04758095741272, False
r30c150b1000/30.150.257.cnf, False, 6.675221575521604e-307, 4.321300268173218, False
r30c150b1000/30.150.269.cnf, False, 6.572638560084316e-297, 6.806678295135498, False
r30c150b1000/30.150.162.cnf, False, 2.7253279996198644e-141, 6.979629993438721, False
r30c150b1000/30.150.0.cnf, False, 1.8953169211982795e-127, 7.220707178115845, False
r30c150b1000/30.150.96.cnf, False, 4.017473885556656e-102, 6.4834208488464355, False
r30c150b1000/30.150.168.cnf, False, 3.72212860146593e-83, 6.879782199859619, False
r30c150b1000/30.150.163.cnf, False, 6.675221575521604e-307, 6.778343677520752, False
r30c150b1000/30.150.170.cnf, False, 5.140041523186688e-55, 4.125699281692505, False
r30c150b1000/30.150.296.cnf, False, 6.675221575521604e-307, 9.008981943130493, False
r30c150b1000/30.150.44.cnf, False, 2.5280778336958292e-173, 13.638235569000244, False
r30c150b1000/30.150.291.cnf, False, 3.2961367839584838e-34, 5.041156530380249, False
r30c150b1000/30.150.198.cnf, False, 6.0079212525763895e-307, 10.015282392501831, False
r30c150b1000/30.150.154.cnf, False, 1.4389816256837332e-138, 10.527027130126953, False
r30c150b1000/30.150.192.cnf, False, 6.452714189670884e-307, 15.107796430587769, False
r30c150b1000/30.150.287.cnf, False, 1.0628494775720764e-150, 10.72852349281311, False
r30c150b1000/30.150.111.cnf, False, 8.203826546857504e-86, 5.895365476608276, False
r30c150b1000/30.150.26.cnf, False, 6.675221575521604e-307, 8.509178400039673, False
r30c150b1000/30.150.95.cnf, False, 6.675221575521604e-307, 7.8859100341796875, False
r30c150b1000/30.150.14.cnf, False, 8.280955442726954e-135, 13.08109998703003, False
r30c150b1000/30.150.237.cnf, False, 6.452714189670884e-307, 8.996466875076294, False
r30c150b1000/30.150.5.cnf, False, 1.425971410320046e-141, 7.909543752670288, False
r30c150b1000/30.150.47.cnf, False, 6.87130997585512e-114, 7.592072010040283, False
r30c150b1000/30.150.40.cnf, False, 6.972585474006044e-114, 9.59154725074768, False
r30c150b1000/30.150.114.cnf, False, 6.934742747077909e-120, 12.522656202316284, False
r30c150b1000/30.150.194.cnf, False, 5.5626846462680035e-307, 8.066443681716919, False
