file, isUniform, pvalue, time, timeout, e_repeat, o_repeat
r30c90/30.90.266.cnf, False, 8.108004155423423e-24, 0.6655538082122803, False, 4.586739327883742, 40
r30c90/30.90.146.cnf, False, 6.544499102287752e-182, 0.7515859603881836, False, 4.646032405484005, 161
r30c90/30.90.297.cnf, False, 9.076156481886929e-253, 0.891883373260498, False, 4.6113120208303195, 205
r30c90/30.90.294.cnf, False, 2.2250738585072014e-308, 1.0520734786987305, False, 4.630931310577329, 274
r30c90/30.90.72.cnf, False, 4.444793859985423e-62, 0.6815094947814941, False, 4.600790513833992, 75
r30c90/30.90.243.cnf, False, 8.840221842971208e-34, 0.6275570392608643, False, 4.587772925764192, 50
r30c90/30.90.144.cnf, False, 7.759227440933153e-136, 0.7388606071472168, False, 4.618887015177066, 130
r30c90/30.90.12.cnf, False, 1.4493123307154305e-66, 0.6048398017883301, False, 4.661016949152542, 79
r30c90/30.90.185.cnf, False, 4.309429058429722e-284, 0.8243708610534668, False, 4.629658385093168, 224
r30c90/30.90.278.cnf, False, 1.0066176856519922e-59, 0.6354033946990967, False, 4.590841949778434, 73
r30c90/30.90.50.cnf, False, 2.2250738585072014e-308, 0.9562070369720459, False, 4.640642303433001, 268
r30c90/30.90.298.cnf, False, 9.945608057762728e-37, 0.601975679397583, False, 4.635206786850477, 53
r30c90/30.90.211.cnf, False, 6.628664551725899e-15, 0.602935791015625, False, 4.595744680851064, 30
r30c90/30.90.172.cnf, False, 1.7298979215037597e-111, 0.8001232147216797, False, 4.636658401678428, 113
r30c90/30.90.95.cnf, False, 2.755388036190574e-134, 0.7735438346862793, False, 4.627514953779228, 129
r30c90/30.90.225.cnf, False, 2.2250738585072014e-308, 1.0298449993133545, False, 4.625465068210004, 285
r30c90/30.90.90.cnf, False, 3.4012248160257913e-78, 0.6805171966552734, False, 4.619199272065514, 88
r30c90/30.90.265.cnf, False, 2.2250738585072014e-308, 1.117264747619629, False, 4.618603642671292, 321
r30c90/30.90.231.cnf, False, 8.428405041135053e-61, 0.5903599262237549, False, 4.610759493670886, 74
r30c90/30.90.0.cnf, False, 2.2250738585072014e-308, 0.9143521785736084, False, 4.61460641680316, 283
r30c90/30.90.287.cnf, False, 2.2250738585072014e-308, 1.3863780498504639, False, 4.625249358791678, 479
r30c90/30.90.48.cnf, True, 0.03702355256070488, 0.6392834186553955, False, 4.559471365638767, 10
r30c90/30.90.206.cnf, False, 1.2482166869781403e-141, 0.7970538139343262, False, 4.62197749581039, 134
r30c90/30.90.148.cnf, False, 1.8571916220927987e-100, 0.7666137218475342, False, 4.641396236705754, 105
r30c90/30.90.253.cnf, False, 2.2250738585072014e-308, 1.0445928573608398, False, 4.618206521739131, 256
r30c90/30.90.118.cnf, False, 4.128077634369722e-262, 0.7851650714874268, False, 4.641750383109144, 211
r30c90/30.90.91.cnf, False, 2.5546527072561294e-171, 0.8121159076690674, False, 4.6367391903057005, 154
r30c90/30.90.14.cnf, False, 1.6447621080735884e-53, 0.6939692497253418, False, 4.635157545605307, 68
r30c90/30.90.209.cnf, False, 1.9913512289835758e-138, 0.9285202026367188, False, 4.645537757437071, 132
r30c90/30.90.235.cnf, False, 1.949467872258726e-12, 0.613044261932373, False, 4.624352331606218, 27
r30c90/30.90.299.cnf, False, 8.186830632505943e-178, 0.8989839553833008, False, 4.610318331503842, 158
r30c90/30.90.113.cnf, False, 2.1763208798882636e-27, 0.5855679512023926, False, 4.6678321678321675, 44
r30c90/30.90.22.cnf, False, 7.348061372246919e-155, 0.774583101272583, False, 4.627659574468085, 143
r30c90/30.90.263.cnf, False, 2.784170920385443e-79, 0.714592695236206, False, 4.644230769230769, 89
r30c90/30.90.36.cnf, True, 0.1007405623039111, 0.5295560359954834, False, 4.702127659574468, 9
r30c90/30.90.262.cnf, False, 2.0393332852135474e-280, 0.8922989368438721, False, 4.6447638603696095, 222
r30c90/30.90.189.cnf, False, 3.521636270499286e-62, 0.6696157455444336, False, 4.585616438356165, 75
