file, isUniform, pvalue, time, timeout, e_repeat, o_repeat
r30c90/30.90.14.cnf, True, 0.6588133981201182, 0.38306283950805664, False, 10.030403537866224, 8
r30c90/30.90.226.cnf, True, 0.2774825969352191, 0.47253966331481934, False, 10.043683758235463, 14
r30c90/30.90.163.cnf, True, 0.25576518686769056, 0.4423511028289795, False, 10.036082474226804, 6
r30c90/30.90.54.cnf, True, 0.84947182453282, 0.5993800163269043, False, 10.062154578692288, 11
r30c90/30.90.267.cnf, True, 1.1040764170114978, 0.39735865592956543, False, 10.08, 10
r30c90/30.90.158.cnf, True, 0.42313608146866016, 0.4840381145477295, False, 10.03285838906659, 13
r30c90/30.90.18.cnf, True, 0.9031609003581046, 0.5154268741607666, False, 10.050880626223092, 9
r30c90/30.90.95.cnf, True, 0.6111528924119517, 0.4168987274169922, False, 10.020663404023926, 12
r30c90/30.90.82.cnf, True, 0.428552859947325, 0.39486074447631836, False, 10.061170212765957, 13
r30c90/30.90.289.cnf, True, 0.8976961509848508, 0.49709153175354004, False, 10.072859744990893, 9
r30c90/30.90.196.cnf, True, 0.10730579732276439, 0.3595297336578369, False, 10.136778115501519, 16
r30c90/30.90.44.cnf, True, 0.6614622785200552, 0.44488525390625, False, 10.018583042973287, 8
r30c90/30.90.237.cnf, True, 0.6620129953521728, 0.4037487506866455, False, 10.016129032258064, 8
r30c90/30.90.215.cnf, True, 1.0912697399196645, 0.35366320610046387, False, 10.028532608695652, 10
r30c90/30.90.71.cnf, True, 0.24112773050102168, 0.29409337043762207, False, 10.156739811912226, 6
r30c90/30.90.231.cnf, True, 0.639582282364517, 0.3485221862792969, False, 10.117088607594937, 8
r30c90/30.90.112.cnf, True, 0.6837985391101171, 0.12728428840637207, False, 9.92, 8
r30c90/30.90.0.cnf, True, 0.42433103068225597, 0.5924191474914551, False, 10.03911744869448, 13
r30c90/30.90.209.cnf, True, 0.9012448280396678, 0.4183063507080078, False, 10.058581235697941, 9
r30c90/30.90.91.cnf, True, 1.1030182184726183, 0.40050458908081055, False, 10.075736711649684, 10
r30c90/30.90.295.cnf, True, 0.16933796305904486, 0.4893984794616699, False, 10.02313743637205, 15
r30c90/30.90.233.cnf, True, 1.099628838283185, 0.4667482376098633, False, 10.06209453197405, 10
r30c90/30.90.253.cnf, True, 0.6219523223780398, 0.5351390838623047, False, 10.067934782608695, 12
r30c90/30.90.134.cnf, True, 0.2503191514725947, 0.4726734161376953, False, 10.080287929125138, 6
r30c90/30.90.220.cnf, True, 0.4362827632773616, 0.43436312675476074, False, 10.023163061819297, 7
r30c90/30.90.264.cnf, True, 1.1005271809228572, 0.38498568534851074, False, 10.06570841889117, 10
r30c90/30.90.10.cnf, True, 0.4252354921734481, 0.45464301109313965, False, 10.043849869936826, 13
r30c90/30.90.89.cnf, True, 0.25103201697475735, 0.4828312397003174, False, 10.07445652173913, 6
r30c90/30.90.98.cnf, True, 0.6196610458589611, 0.42275333404541016, False, 10.057923045097228, 12
r30c90/30.90.208.cnf, True, 1.0851616688137298, 0.3816404342651367, False, 10.004081632653062, 10
r30c90/30.90.42.cnf, True, 0.4273630071353828, 0.33983540534973145, False, 10.054964539007091, 13
r30c90/30.90.29.cnf, True, 1.1023354029970351, 0.3959927558898926, False, 10.072986803124158, 10
r30c90/30.90.60.cnf, True, 0.2566621299784245, 0.5336687564849854, False, 10.028876907612172, 6
r30c90/30.90.22.cnf, True, 0.6484555315392545, 0.4518289566040039, False, 10.076899696048633, 8
r30c90/30.90.266.cnf, True, 0.41964578435268635, 0.36325573921203613, False, 10.014532243415077, 13
r30c90/30.90.299.cnf, True, 0.9028017769197566, 0.47317004203796387, False, 10.052323454079765, 9
r30c90/30.90.105.cnf, True, 1.0987907014028804, 0.5878934860229492, False, 10.058724085772756, 10
r30c90/30.90.265.cnf, True, 0.8478088470063235, 0.5487427711486816, False, 10.055507372072853, 11
r30c90/30.90.222.cnf, True, 1.1005478978492882, 0.5320391654968262, False, 10.065791776027996, 10
r30c90/30.90.111.cnf, True, 0.8370692338187485, 0.34671473503112793, False, 10.01258389261745, 11
