file, isUniform, pvalue, time, timeout
r30c90/30.90.243.cnf, True, 0.877078276186921, 1.0708389282226562, False
r30c90/30.90.146.cnf, True, 0.5288071118071682, 1.1420793533325195, False
r30c90/30.90.276.cnf, True, 0.6547208460185768, 1.112645149230957, False
r30c90/30.90.266.cnf, True, 0.7649432843527384, 1.1549632549285889, False
r30c90/30.90.230.cnf, True, 0.8292133497747093, 1.232719898223877, False
r30c90/30.90.72.cnf, True, 0.6547208460185768, 1.0958361625671387, False
r30c90/30.90.144.cnf, True, 0.5284836068942789, 1.1271641254425049, False
r30c90/30.90.297.cnf, True, 0.5264917786869214, 1.1142115592956543, False
r30c90/30.90.114.cnf, True, 0.7490866545201126, 1.1591346263885498, False
r30c90/30.90.267.cnf, True, 1.0, 1.146404504776001, False
r30c90/30.90.158.cnf, True, 0.525888562359779, 1.1748967170715332, False
r30c90/30.90.101.cnf, True, 0.7509806464190308, 1.2203795909881592, False
r30c90/30.90.240.cnf, True, 0.6547208460185768, 1.1743171215057373, False
r30c90/30.90.56.cnf, True, 0.37109336952269756, 1.2106208801269531, False
r30c90/30.90.118.cnf, True, 0.5292017941047176, 1.360778570175171, False
r30c90/30.90.278.cnf, True, 0.6547208460185768, 1.4313461780548096, False
r30c90/30.90.22.cnf, True, 0.7489133417173042, 1.2751834392547607, False
r30c90/30.90.250.cnf, True, 0.004435079659039177, 1.2021033763885498, False
r30c90/30.90.50.cnf, True, 1.0, 1.2437715530395508, False
r30c90/30.90.149.cnf, True, 0.205578312466054, 1.3528633117675781, False
r30c90/30.90.63.cnf, True, 0.9990809936237566, 1.2696130275726318, False
r30c90/30.90.37.cnf, True, 0.9990076177304693, 1.2192552089691162, False
r30c90/30.90.33.cnf, True, 0.8504287888008808, 1.2222609519958496, False
r30c90/30.90.31.cnf, True, 0.37109336952269756, 1.1931538581848145, False
r30c90/30.90.296.cnf, True, 0.34411845203365643, 1.2339661121368408, False
r30c90/30.90.233.cnf, True, 0.7527195362471837, 1.2430720329284668, False
r30c90/30.90.24.cnf, True, 0.9990632515367148, 1.2259554862976074, False
r30c90/30.90.8.cnf, True, 1.0, 1.14302659034729, False
r30c90/30.90.136.cnf, True, 0.37109336952269756, 1.1887829303741455, False
r30c90/30.90.220.cnf, True, 0.34327551147371604, 1.5030250549316406, False
r30c90/30.90.286.cnf, True, 0.6547208460185768, 1.2125089168548584, False
r30c90/30.90.253.cnf, True, 0.7527615174317818, 1.2094204425811768, False
r30c90/30.90.14.cnf, True, 0.997210472341146, 1.2831151485443115, False
r30c90/30.90.179.cnf, True, 0.7521168960746002, 1.2899093627929688, False
r30c90/30.90.122.cnf, True, 0.897658137053854, 1.2038445472717285, False
r30c90/30.90.218.cnf, True, 0.8694170607412391, 1.3734066486358643, False
r30c90/30.90.106.cnf, True, 0.863590601518006, 1.2053699493408203, False
r30c90/30.90.98.cnf, True, 0.9979121805059025, 1.304663896560669, False
r30c90/30.90.261.cnf, True, 0.6021029422421057, 1.254117727279663, False
r30c90/30.90.134.cnf, True, 0.7236736098317629, 1.222639799118042, False
r30c90/30.90.284.cnf, True, 0.17971249487899593, 1.2585628032684326, False
r30c90/30.90.42.cnf, True, 0.6547208460185768, 1.1847379207611084, False
r30c90/30.90.54.cnf, True, 0.3419615666507072, 1.2261438369750977, False
r30c90/30.90.295.cnf, True, 0.026655822183528813, 1.3729679584503174, False
r30c90/30.90.299.cnf, True, 0.11331823287024677, 1.2178840637207031, False
r30c90/30.90.188.cnf, True, 0.37109336952269756, 1.2684202194213867, False
r30c90/30.90.112.cnf, True, 0.17971249487899593, 1.24228835105896, False
r30c90/30.90.108.cnf, True, 0.5255884928540352, 1.342883825302124, False
r30c90/30.90.206.cnf, True, 0.11281154298178558, 1.2390761375427246, False
r30c90/30.90.91.cnf, True, 0.5259520185249815, 1.2905046939849854, False
r30c90/30.90.82.cnf, True, 1.0, 1.2696173191070557, False
r30c90/30.90.180.cnf, True, 0.5274591658668696, 1.2892050743103027, False
r30c90/30.90.148.cnf, True, 0.20652220314359387, 1.2464051246643066, False
r30c90/30.90.68.cnf, True, 0.41706328470583576, 1.329155683517456, False
r30c90/30.90.95.cnf, True, 0.08519126564212508, 1.4030203819274902, False
r30c90/30.90.141.cnf, True, 0.9996150827717021, 1.333282232284546, False
r30c90/30.90.265.cnf, True, 0.6547208460185768, 1.3050642013549805, False
r30c90/30.90.263.cnf, True, 0.3404947195177158, 1.3364388942718506, False
r30c90/30.90.0.cnf, True, 0.5258957307797116, 1.341850757598877, False
r30c90/30.90.189.cnf, True, 0.33729965742912327, 1.3078608512878418, False
r30c90/30.90.163.cnf, True, 0.418693988899848, 1.3225107192993164, False
r30c90/30.90.285.cnf, True, 0.7515097937172792, 1.3383898735046387, False
r30c90/30.90.223.cnf, True, 0.7538871130975453, 1.4396874904632568, False
r30c90/30.90.298.cnf, True, 0.34620442465716916, 1.2987921237945557, False
r30c90/30.90.105.cnf, True, 0.5267217138968059, 1.3775980472564697, False
r30c90/30.90.221.cnf, True, 0.6547208460185768, 1.2443006038665771, False
r30c90/30.90.28.cnf, True, 0.7477958234787321, 1.3047661781311035, False
r30c90/30.90.97.cnf, True, 0.6547208460185768, 1.2714622020721436, False
r30c90/30.90.102.cnf, True, 0.5255758488484866, 1.385791301727295, False
r30c90/30.90.115.cnf, True, 0.999442709589783, 1.4017469882965088, False
r30c90/30.90.157.cnf, True, 0.5285699587390302, 1.3284471035003662, False
r30c90/30.90.71.cnf, True, 0.7669223115116572, 1.3055551052093506, False
