file, #m
r50_sat/50.33.cnf, 88
r50_sat/50.26.cnf, 4
r50_sat/50.60.cnf, 4
r50_sat/50.208.cnf, 52
r50_sat/50.31.cnf, 2
r50_sat/50.245.cnf, 4857
r50_sat/50.3.cnf, 89
r50_sat/50.7.cnf, 90
r50_sat/50.191.cnf, 118
r50_sat/50.94.cnf, 175
r50_sat/50.261.cnf, 144
r50_sat/50.76.cnf, 270
r50_sat/50.255.cnf, 1
r50_sat/50.236.cnf, 24
r50_sat/50.271.cnf, 4
r50_sat/50.131.cnf, 20
r50_sat/50.224.cnf, 24
r50_sat/50.73.cnf, 57
r50_sat/50.200.cnf, 476
r50_sat/50.140.cnf, 192
r50_sat/50.2.cnf, 366
r50_sat/50.112.cnf, 44
r50_sat/50.160.cnf, 18
r50_sat/50.159.cnf, 52
r50_sat/50.197.cnf, 8
r50_sat/50.268.cnf, 3
r50_sat/50.136.cnf, 40
r50_sat/50.43.cnf, 24
r50_sat/50.38.cnf, 3
r50_sat/50.105.cnf, 56
r50_sat/50.89.cnf, 2
r50_sat/50.214.cnf, 80
r50_sat/50.280.cnf, 48
r50_sat/50.295.cnf, 160
r50_sat/50.238.cnf, 5
r50_sat/50.147.cnf, 4
r50_sat/50.127.cnf, 34
r50_sat/50.188.cnf, 28
r50_sat/50.294.cnf, 8
r50_sat/50.222.cnf, 504
r50_sat/50.121.cnf, 24
r50_sat/50.296.cnf, 6
r50_sat/50.230.cnf, 3
r50_sat/50.152.cnf, 4
r50_sat/50.57.cnf, 4
r50_sat/50.246.cnf, 364
r50_sat/50.5.cnf, 352
r50_sat/50.130.cnf, 4
r50_sat/50.75.cnf, 4
r50_sat/50.275.cnf, 210
r50_sat/50.279.cnf, 3
r50_sat/50.109.cnf, 3
r50_sat/50.70.cnf, 12
r50_sat/50.157.cnf, 2
r50_sat/50.187.cnf, 4
r50_sat/50.97.cnf, 10
r50_sat/50.28.cnf, 96
r50_sat/50.184.cnf, 12
r50_sat/50.25.cnf, 50
r50_sat/50.272.cnf, 128
r50_sat/50.133.cnf, 6
r50_sat/50.284.cnf, 4
r50_sat/50.124.cnf, 60
r50_sat/50.254.cnf, 42
r50_sat/50.233.cnf, 4
r50_sat/50.202.cnf, 24
r50_sat/50.209.cnf, 24
r50_sat/50.180.cnf, 557
r50_sat/50.258.cnf, 4
r50_sat/50.15.cnf, 88
r50_sat/50.16.cnf, 6
r50_sat/50.18.cnf, 80
r50_sat/50.95.cnf, 54
r50_sat/50.84.cnf, 8
r50_sat/50.173.cnf, 152
r50_sat/50.42.cnf, 96
r50_sat/50.155.cnf, 42
r50_sat/50.139.cnf, 48
r50_sat/50.83.cnf, 8
r50_sat/50.96.cnf, 8
r50_sat/50.226.cnf, 3
r50_sat/50.50.cnf, 12
r50_sat/50.252.cnf, 472
r50_sat/50.119.cnf, 36
r50_sat/50.211.cnf, 296
r50_sat/50.186.cnf, 6
r50_sat/50.91.cnf, 540
r50_sat/50.205.cnf, 4
r50_sat/50.162.cnf, 176
r50_sat/50.49.cnf, 12
r50_sat/50.99.cnf, 10
r50_sat/50.56.cnf, 4
r50_sat/50.149.cnf, 234
r50_sat/50.48.cnf, 4
r50_sat/50.47.cnf, 2
r50_sat/50.220.cnf, 3
r50_sat/50.24.cnf, 190
r50_sat/50.179.cnf, 1393
r50_sat/50.292.cnf, 7
r50_sat/50.61.cnf, 136
r50_sat/50.64.cnf, 30
r50_sat/50.90.cnf, 22
r50_sat/50.215.cnf, 168
r50_sat/50.265.cnf, 4
r50_sat/50.1.cnf, 13
r50_sat/50.110.cnf, 1
r50_sat/50.281.cnf, 2
r50_sat/50.35.cnf, 8
r50_sat/50.128.cnf, 18
r50_sat/50.185.cnf, 3
r50_sat/50.297.cnf, 1
r50_sat/50.262.cnf, 102
r50_sat/50.223.cnf, 13
r50_sat/50.72.cnf, 24
r50_sat/50.135.cnf, 6
r50_sat/50.283.cnf, 1989
r50_sat/50.164.cnf, 20
r50_sat/50.79.cnf, 1726
r50_sat/50.6.cnf, 20
r50_sat/50.122.cnf, 16
r50_sat/50.248.cnf, 12
r50_sat/50.260.cnf, 60
r50_sat/50.8.cnf, 12
r50_sat/50.14.cnf, 12
r50_sat/50.278.cnf, 4
r50_sat/50.142.cnf, 642
r50_sat/50.239.cnf, 12
r50_sat/50.237.cnf, 8
r50_sat/50.247.cnf, 3
r50_sat/50.276.cnf, 368
r50_sat/50.195.cnf, 33
r50_sat/50.273.cnf, 6
r50_sat/50.54.cnf, 32
r50_sat/50.44.cnf, 10
r50_sat/50.286.cnf, 48
r50_sat/50.243.cnf, 21
r50_sat/50.134.cnf, 54
r50_sat/50.234.cnf, 121
r50_sat/50.216.cnf, 165
r50_sat/50.71.cnf, 7387
r50_sat/50.298.cnf, 20
r50_sat/50.288.cnf, 6
r50_sat/50.65.cnf, 2
r50_sat/50.27.cnf, 4
r50_sat/50.217.cnf, 8
r50_sat/50.80.cnf, 83
r50_sat/50.126.cnf, 348
r50_sat/50.242.cnf, 180
r50_sat/50.156.cnf, 2
r50_sat/50.285.cnf, 12
r50_sat/50.4.cnf, 5
r50_sat/50.137.cnf, 35
r50_sat/50.114.cnf, 10
r50_sat/50.63.cnf, 6
r50_sat/50.153.cnf, 12
r50_sat/50.36.cnf, 4
r50_sat/50.106.cnf, 228
r50_sat/50.143.cnf, 16
r50_sat/50.82.cnf, 24
r50_sat/50.66.cnf, 16
r50_sat/50.123.cnf, 120
r50_sat/50.178.cnf, 2
r50_sat/50.19.cnf, 111
r50_sat/50.192.cnf, 4
r50_sat/50.291.cnf, 42
r50_sat/50.207.cnf, 4
r50_sat/50.88.cnf, 28
r50_sat/50.117.cnf, 3
r50_sat/50.196.cnf, 120
r50_sat/50.146.cnf, 6
r50_sat/50.227.cnf, 42
r50_sat/50.221.cnf, 33
r50_sat/50.100.cnf, 3
r50_sat/50.270.cnf, 2
r50_sat/50.274.cnf, 6
r50_sat/50.253.cnf, 4
r50_sat/50.176.cnf, 1
r50_sat/50.210.cnf, 131
r50_sat/50.30.cnf, 60
r50_sat/50.299.cnf, 699
r50_sat/50.34.cnf, 132
r50_sat/50.169.cnf, 8
r50_sat/50.177.cnf, 44
r50_sat/50.111.cnf, 4
r50_sat/50.218.cnf, 438
r50_sat/50.172.cnf, 42
r50_sat/50.212.cnf, 2
r50_sat/50.0.cnf, 64
r50_sat/50.46.cnf, 2
r50_sat/50.29.cnf, 30
r50_sat/50.108.cnf, 128
r50_sat/50.198.cnf, 12
r50_sat/50.67.cnf, 8
r50_sat/50.244.cnf, 106
r50_sat/50.40.cnf, 26
r50_sat/50.107.cnf, 102
r50_sat/50.129.cnf, 4
r50_sat/50.144.cnf, 14
r50_sat/50.11.cnf, 56
r50_sat/50.92.cnf, 20
r50_sat/50.190.cnf, 96
r50_sat/50.181.cnf, 2
r50_sat/50.77.cnf, 12
r50_sat/50.53.cnf, 13
r50_sat/50.240.cnf, 30
r50_sat/50.150.cnf, 609
r50_sat/50.85.cnf, 24
r50_sat/50.171.cnf, 5
r50_sat/50.232.cnf, 16
