file, #m
r50_sat/50.59.cnf, 135
r50_sat/50.93.cnf, 52
r50_sat/50.225.cnf, 4
r50_sat/50.125.cnf, 30
r50_sat/50.249.cnf, 1
r50_sat/50.32.cnf, 16
r50_sat/50.17.cnf, 9
r50_sat/50.23.cnf, 263
r50_sat/50.98.cnf, 65
r50_sat/50.68.cnf, 80
r50_sat/50.55.cnf, 1
r50_sat/50.219.cnf, 8
r50_sat/50.213.cnf, 28
r50_sat/50.87.cnf, 13
r50_sat/50.174.cnf, 20
r50_sat/50.289.cnf, 30
r50_sat/50.199.cnf, 3
r50_sat/50.154.cnf, 34
r50_sat/50.189.cnf, 38
r50_sat/50.229.cnf, 10
r50_sat/50.193.cnf, 12
r50_sat/50.103.cnf, 2
r50_sat/50.257.cnf, 8
r50_sat/50.235.cnf, 872
r50_sat/50.74.cnf, 14
r50_sat/50.256.cnf, 2
r50_sat/50.290.cnf, 1
r50_sat/50.201.cnf, 8
r50_sat/50.120.cnf, 32
r50_sat/50.259.cnf, 2
r50_sat/50.51.cnf, 36
r50_sat/50.69.cnf, 6
r50_sat/50.141.cnf, 9
r50_sat/50.10.cnf, 16
r50_sat/50.41.cnf, 2
r50_sat/50.182.cnf, 2
r50_sat/50.12.cnf, 8
r50_sat/50.204.cnf, 2
r50_sat/50.115.cnf, 2
r50_sat/50.228.cnf, 116
r50_sat/50.13.cnf, 64
r50_sat/50.263.cnf, 242
r50_sat/50.161.cnf, 33
r50_sat/50.293.cnf, 32
r50_sat/50.21.cnf, 4
r50_sat/50.264.cnf, 7
r50_sat/50.20.cnf, 4
r50_sat/50.118.cnf, 4
r50_sat/50.113.cnf, 8
r50_sat/50.37.cnf, 4
r50_sat/50.175.cnf, 34
r50_sat/50.206.cnf, 10
r50_sat/50.203.cnf, 144
r50_sat/50.158.cnf, 24
r50_sat/50.138.cnf, 46
r50_sat/50.266.cnf, 2
r50_sat/50.250.cnf, 2
r50_sat/50.101.cnf, 8
r50_sat/50.163.cnf, 1
r50_sat/50.58.cnf, 9
r50_sat/50.168.cnf, 2
r50_sat/50.166.cnf, 96
r50_sat/50.104.cnf, 10
r50_sat/50.9.cnf, 12
r50_sat/50.287.cnf, 80
r50_sat/50.145.cnf, 1
r50_sat/50.231.cnf, 4
r50_sat/50.78.cnf, 58
r50_sat/50.282.cnf, 46
r50_sat/50.86.cnf, 21
r50_sat/50.148.cnf, 8
r50_sat/50.267.cnf, 4
r50_sat/50.165.cnf, 1
r50_sat/50.52.cnf, 2
r50_sat/50.102.cnf, 32
r50_sat/50.167.cnf, 134
r50_sat/50.170.cnf, 6
r50_sat/50.81.cnf, 62
r50_sat/50.151.cnf, 16
r50_sat/50.183.cnf, 14
r50_sat/50.269.cnf, 24
r50_sat/50.22.cnf, 1
r50_sat/50.194.cnf, 44
r50_sat/50.132.cnf, 4
r50_sat/50.62.cnf, 1
r50_sat/50.39.cnf, 4
r50_sat/50.251.cnf, 8
r50_sat/50.116.cnf, 10
r50_sat/50.241.cnf, 6
r50_sat/50.45.cnf, 433
r50_sat/50.277.cnf, 1
