file, #m
r50_unsat/50.59.cnf, 0
r50_unsat/50.93.cnf, 0
r50_unsat/50.225.cnf, 0
r50_unsat/50.125.cnf, 0
r50_unsat/50.249.cnf, 0
r50_unsat/50.32.cnf, 0
r50_unsat/50.17.cnf, 0
r50_unsat/50.23.cnf, 0
r50_unsat/50.98.cnf, 0
r50_unsat/50.68.cnf, 0
r50_unsat/50.55.cnf, 0
r50_unsat/50.219.cnf, 0
r50_unsat/50.213.cnf, 0
r50_unsat/50.87.cnf, 0
r50_unsat/50.174.cnf, 0
r50_unsat/50.289.cnf, 0
r50_unsat/50.199.cnf, 0
r50_unsat/50.154.cnf, 0
r50_unsat/50.189.cnf, 0
r50_unsat/50.229.cnf, 0
r50_unsat/50.193.cnf, 0
r50_unsat/50.103.cnf, 0
r50_unsat/50.257.cnf, 0
r50_unsat/50.235.cnf, 0
r50_unsat/50.74.cnf, 0
r50_unsat/50.256.cnf, 0
r50_unsat/50.290.cnf, 0
r50_unsat/50.201.cnf, 0
r50_unsat/50.120.cnf, 0
r50_unsat/50.259.cnf, 0
r50_unsat/50.51.cnf, 0
r50_unsat/50.69.cnf, 0
r50_unsat/50.141.cnf, 0
r50_unsat/50.10.cnf, 0
r50_unsat/50.41.cnf, 0
r50_unsat/50.182.cnf, 0
r50_unsat/50.12.cnf, 0
r50_unsat/50.204.cnf, 0
r50_unsat/50.115.cnf, 0
r50_unsat/50.228.cnf, 0
r50_unsat/50.13.cnf, 0
r50_unsat/50.263.cnf, 0
r50_unsat/50.161.cnf, 0
r50_unsat/50.21.cnf, 0
r50_unsat/50.293.cnf, 0
r50_unsat/50.20.cnf, 0
r50_unsat/50.264.cnf, 0
r50_unsat/50.118.cnf, 0
r50_unsat/50.113.cnf, 0
r50_unsat/50.37.cnf, 0
r50_unsat/50.175.cnf, 0
r50_unsat/50.206.cnf, 0
r50_unsat/50.203.cnf, 0
r50_unsat/50.158.cnf, 0
r50_unsat/50.266.cnf, 0
r50_unsat/50.138.cnf, 0
r50_unsat/50.250.cnf, 0
r50_unsat/50.101.cnf, 0
r50_unsat/50.163.cnf, 0
r50_unsat/50.58.cnf, 0
r50_unsat/50.168.cnf, 0
r50_unsat/50.166.cnf, 0
r50_unsat/50.104.cnf, 0
r50_unsat/50.9.cnf, 0
r50_unsat/50.287.cnf, 0
r50_unsat/50.145.cnf, 0
r50_unsat/50.231.cnf, 0
r50_unsat/50.78.cnf, 0
r50_unsat/50.282.cnf, 0
r50_unsat/50.86.cnf, 0
r50_unsat/50.148.cnf, 0
r50_unsat/50.267.cnf, 0
r50_unsat/50.165.cnf, 0
r50_unsat/50.52.cnf, 0
r50_unsat/50.102.cnf, 0
r50_unsat/50.167.cnf, 0
r50_unsat/50.170.cnf, 0
r50_unsat/50.81.cnf, 0
r50_unsat/50.151.cnf, 0
r50_unsat/50.183.cnf, 0
r50_unsat/50.269.cnf, 0
r50_unsat/50.22.cnf, 0
r50_unsat/50.194.cnf, 0
r50_unsat/50.132.cnf, 0
r50_unsat/50.62.cnf, 0
r50_unsat/50.39.cnf, 0
r50_unsat/50.251.cnf, 0
r50_unsat/50.116.cnf, 0
r50_unsat/50.241.cnf, 0
r50_unsat/50.45.cnf, 0
r50_unsat/50.277.cnf, 0
r50_unsat/50.33.cnf, 0
r50_unsat/50.26.cnf, 0
r50_unsat/50.60.cnf, 0
r50_unsat/50.208.cnf, 0
r50_unsat/50.31.cnf, 0
r50_unsat/50.245.cnf, 0
r50_unsat/50.3.cnf, 0
r50_unsat/50.7.cnf, 0
r50_unsat/50.191.cnf, 0
r50_unsat/50.94.cnf, 0
r50_unsat/50.261.cnf, 0
r50_unsat/50.76.cnf, 0
r50_unsat/50.255.cnf, 0
r50_unsat/50.236.cnf, 0
r50_unsat/50.271.cnf, 0
r50_unsat/50.131.cnf, 0
r50_unsat/50.224.cnf, 0
r50_unsat/50.73.cnf, 0
r50_unsat/50.200.cnf, 0
r50_unsat/50.140.cnf, 0
r50_unsat/50.2.cnf, 0
r50_unsat/50.160.cnf, 0
r50_unsat/50.112.cnf, 0
r50_unsat/50.159.cnf, 0
r50_unsat/50.197.cnf, 0
r50_unsat/50.268.cnf, 0
r50_unsat/50.43.cnf, 0
r50_unsat/50.136.cnf, 0
r50_unsat/50.38.cnf, 0
r50_unsat/50.105.cnf, 0
r50_unsat/50.89.cnf, 0
r50_unsat/50.214.cnf, 0
r50_unsat/50.280.cnf, 0
r50_unsat/50.295.cnf, 0
r50_unsat/50.238.cnf, 0
r50_unsat/50.147.cnf, 0
r50_unsat/50.127.cnf, 0
r50_unsat/50.188.cnf, 0
r50_unsat/50.294.cnf, 0
r50_unsat/50.222.cnf, 0
r50_unsat/50.121.cnf, 0
r50_unsat/50.296.cnf, 0
r50_unsat/50.230.cnf, 0
r50_unsat/50.152.cnf, 0
r50_unsat/50.246.cnf, 0
r50_unsat/50.57.cnf, 0
r50_unsat/50.5.cnf, 0
r50_unsat/50.130.cnf, 0
r50_unsat/50.75.cnf, 0
r50_unsat/50.275.cnf, 0
r50_unsat/50.109.cnf, 0
r50_unsat/50.279.cnf, 0
r50_unsat/50.70.cnf, 0
r50_unsat/50.157.cnf, 0
r50_unsat/50.187.cnf, 0
r50_unsat/50.97.cnf, 0
r50_unsat/50.28.cnf, 0
r50_unsat/50.184.cnf, 0
r50_unsat/50.25.cnf, 0
r50_unsat/50.272.cnf, 0
r50_unsat/50.133.cnf, 0
r50_unsat/50.284.cnf, 0
r50_unsat/50.124.cnf, 0
r50_unsat/50.254.cnf, 0
r50_unsat/50.233.cnf, 0
r50_unsat/50.209.cnf, 0
r50_unsat/50.202.cnf, 0
r50_unsat/50.180.cnf, 0
r50_unsat/50.15.cnf, 0
r50_unsat/50.16.cnf, 0
r50_unsat/50.258.cnf, 0
r50_unsat/50.18.cnf, 0
r50_unsat/50.95.cnf, 0
r50_unsat/50.84.cnf, 0
r50_unsat/50.173.cnf, 0
r50_unsat/50.42.cnf, 0
r50_unsat/50.155.cnf, 0
r50_unsat/50.139.cnf, 0
r50_unsat/50.83.cnf, 0
r50_unsat/50.96.cnf, 0
r50_unsat/50.226.cnf, 0
r50_unsat/50.50.cnf, 0
r50_unsat/50.252.cnf, 0
r50_unsat/50.119.cnf, 0
r50_unsat/50.211.cnf, 0
r50_unsat/50.186.cnf, 0
r50_unsat/50.91.cnf, 0
r50_unsat/50.205.cnf, 0
r50_unsat/50.162.cnf, 0
r50_unsat/50.99.cnf, 0
r50_unsat/50.49.cnf, 0
r50_unsat/50.56.cnf, 0
r50_unsat/50.149.cnf, 0
r50_unsat/50.48.cnf, 0
r50_unsat/50.47.cnf, 0
r50_unsat/50.24.cnf, 0
r50_unsat/50.179.cnf, 0
r50_unsat/50.220.cnf, 0
r50_unsat/50.292.cnf, 0
r50_unsat/50.61.cnf, 0
r50_unsat/50.64.cnf, 0
r50_unsat/50.90.cnf, 0
r50_unsat/50.215.cnf, 0
r50_unsat/50.265.cnf, 0
r50_unsat/50.1.cnf, 0
r50_unsat/50.110.cnf, 0
r50_unsat/50.281.cnf, 0
r50_unsat/50.35.cnf, 0
r50_unsat/50.128.cnf, 0
r50_unsat/50.185.cnf, 0
r50_unsat/50.262.cnf, 0
r50_unsat/50.297.cnf, 0
r50_unsat/50.223.cnf, 0
r50_unsat/50.72.cnf, 0
r50_unsat/50.135.cnf, 0
r50_unsat/50.283.cnf, 0
r50_unsat/50.164.cnf, 0
r50_unsat/50.79.cnf, 0
r50_unsat/50.6.cnf, 0
r50_unsat/50.248.cnf, 0
r50_unsat/50.122.cnf, 0
r50_unsat/50.260.cnf, 0
r50_unsat/50.8.cnf, 0
r50_unsat/50.14.cnf, 0
r50_unsat/50.278.cnf, 0
r50_unsat/50.142.cnf, 0
r50_unsat/50.237.cnf, 0
r50_unsat/50.239.cnf, 0
r50_unsat/50.247.cnf, 0
r50_unsat/50.276.cnf, 0
r50_unsat/50.195.cnf, 0
r50_unsat/50.273.cnf, 0
r50_unsat/50.54.cnf, 0
r50_unsat/50.44.cnf, 0
