file, isUniform, pvalue, time, timeout, N, e_repeat, o_repeat
/tmp/r30c114/30.114.109.cnf, True, 0.6607331204880867, 0.10485482215881348, False, 2000, 10.02183406113537, 8
/tmp/r30c114/30.114.69.cnf, True, 0.17153765604218532, 0.10706758499145508, False, 2000, 10.04397705544933, 15
/tmp/r30c114/30.114.165.cnf, True, 0.44999825969704516, 0.10553550720214844, False, 2000, 9.947368421052632, 7
/tmp/r30c114/30.114.215.cnf, True, 0.7937240046860335, 0.10538983345031738, False, 2000, 9.839285714285714, 11
/tmp/r30c114/30.114.202.cnf, True, 0.05528327157633856, 0.10552763938903809, False, 2000, 10.027426160337553, 17
/tmp/r30c114/30.114.135.cnf, True, 0.8339204996140297, 0.10648918151855469, False, 2000, 10.0, 11
/tmp/r30c114/30.114.106.cnf, True, 0.24298429010263156, 0.11030244827270508, False, 2000, 10.141104294478527, 6
/tmp/r30c114/30.114.209.cnf, True, 0.44916528441002396, 0.1102144718170166, False, 2000, 9.951923076923077, 7
/tmp/r30c114/30.114.251.cnf, True, 0.26072194650159447, 0.11367511749267578, False, 2000, 9.99652052887961, 6
/tmp/r30c114/30.114.270.cnf, True, 0.9021399968240728, 0.10911107063293457, False, 2000, 10.054982817869416, 9
/tmp/r30c114/30.114.178.cnf, True, 0.41688704721025105, 0.10748791694641113, False, 2000, 10.0, 13
/tmp/r30c114/30.114.31.cnf, True, 1.0871565348131549, 0.1054086685180664, False, 2000, 9.333333333333334, 9
/tmp/r30c114/30.114.47.cnf, True, 0.7205836347847371, 0.10484194755554199, False, 2000, 9.545454545454545, 11
/tmp/r30c114/30.114.90.cnf, True, 1.097449552271627, 0.11317658424377441, False, 2000, 10.053333333333333, 10
/tmp/r30c114/30.114.10.cnf, True, 0.8190778091998117, 0.11344480514526367, False, 2000, 9.940677966101696, 11
/tmp/r30c114/30.114.58.cnf, True, 0.3840361585286703, 0.10326075553894043, False, 2000, 9.166666666666666, 6
/tmp/r30c114/30.114.155.cnf, True, 1.0841405710562957, 0.10641622543334961, False, 2000, 10.0, 10
/tmp/r30c114/30.114.55.cnf, True, 0.5013848731443131, 0.10346603393554688, False, 2000, 9.67741935483871, 7
/tmp/r30c114/30.114.64.cnf, True, 1.1151093814620128, 0.1088261604309082, False, 2000, 10.124567474048442, 10
/tmp/r30c114/30.114.273.cnf, True, 0.9421345299483666, 0.10704803466796875, False, 2000, 9.895522388059701, 9
/tmp/r30c114/30.114.174.cnf, True, 0.6105133267413092, 0.1037137508392334, False, 2000, 10.017857142857142, 12
/tmp/r30c114/30.114.70.cnf, True, 1.0822370347899997, 0.10888981819152832, False, 2000, 9.992395437262358, 10
/tmp/r30c114/30.114.157.cnf, True, 0.08289461011122874, 0.10659432411193848, False, 2000, 9.777777777777779, 16
/tmp/r30c114/30.114.297.cnf, True, 0.7724909957077825, 0.10347723960876465, False, 2000, 9.545454545454545, 8
/tmp/r30c114/30.114.136.cnf, True, 0.266121021088267, 0.11499667167663574, False, 2000, 9.954128440366972, 6
/tmp/r30c114/30.114.298.cnf, True, 0.16256840856827684, 0.10771298408508301, False, 2000, 9.957894736842105, 15
/tmp/r30c114/30.114.243.cnf, True, 0.6618127308450232, 0.13462209701538086, False, 2000, 10.017021276595745, 8
/tmp/r30c114/30.114.79.cnf, True, 0.09874902732476479, 0.1123051643371582, False, 2000, 10.018181818181818, 16
/tmp/r30c114/30.114.48.cnf, True, 1.0841405710562957, 0.10467886924743652, False, 2000, 10.0, 10
/tmp/r30c114/30.114.223.cnf, True, 0.4485623219038318, 0.11586475372314453, False, 2000, 9.955223880597014, 7
/tmp/r30c114/30.114.262.cnf, True, 0.8630093393741594, 0.10262036323547363, False, 2000, 10.116279069767442, 11
/tmp/r30c114/30.114.244.cnf, True, 1.0820545369075059, 0.10561156272888184, False, 2000, 9.991666666666667, 10
/tmp/r30c114/30.114.247.cnf, True, 0.1300711143669108, 0.10577988624572754, False, 2000, 10.054945054945055, 5
/tmp/r30c114/30.114.238.cnf, True, 0.6159111508147322, 0.1161651611328125, False, 2000, 10.04151753758053, 12
/tmp/r30c114/30.114.45.cnf, True, 1.116539690653759, 0.10461282730102539, False, 2000, 10.19811320754717, 10
/tmp/r30c114/30.114.198.cnf, True, 0.8251835113361166, 0.10663843154907227, False, 2000, 9.0, 10
/tmp/r30c114/30.114.63.cnf, True, 0.2742138757554505, 0.10397195816040039, False, 2000, 9.891891891891891, 6
/tmp/r30c114/30.114.137.cnf, True, 0.27881950661786303, 0.10428881645202637, False, 2000, 9.857142857142858, 6
/tmp/r30c114/30.114.114.cnf, True, 0.2967998676176119, 0.10597968101501465, False, 2000, 10.172043010752688, 14
/tmp/r30c114/30.114.205.cnf, True, 0.7111036025308971, 0.10966610908508301, False, 2000, 9.801980198019802, 8
/tmp/r30c114/30.114.97.cnf, True, 0.419537306529913, 0.10731744766235352, False, 2000, 10.013961605584642, 13
/tmp/r30c114/30.114.16.cnf, True, 1.1160684995261572, 0.10593581199645996, False, 2000, 10.2, 10
/tmp/r30c114/30.114.161.cnf, True, 0.5503491696541873, 0.1002037525177002, False, 2000, 9.75, 12
/tmp/r30c114/30.114.191.cnf, True, 0.5997672663270556, 0.10936737060546875, False, 2000, 9.970588235294118, 12
/tmp/r30c114/30.114.34.cnf, True, 0.27107115476137816, 0.11185598373413086, False, 2000, 10.0, 14
/tmp/r30c114/30.114.184.cnf, True, 0.7248052380175545, 0.10555386543273926, False, 2000, 9.5625, 11
