file, isUniform, pvalue, time, timeout, N, e_repeat, o_repeat
r30c114/30.114.207.cnf, False, 0.00025093448363026487, 0.17980003356933594, False, 1000, 10.029850746268657, 24
r30c114/30.114.172.cnf, False, 6.508246128613436e-15, 0.18549370765686035, False, 1000, 10.116104868913858, 44
r30c114/30.114.15.cnf, False, 0.006908683951713667, 0.17631053924560547, False, 1000, 10.0, 20
r30c114/30.114.14.cnf, True, 0.01474040389090727, 0.19010281562805176, False, 1000, 10.025641025641026, 19
r30c114/30.114.278.cnf, True, 0.6019477849031994, 0.19825267791748047, False, 1000, 9.98019801980198, 12
r30c114/30.114.196.cnf, False, 0.0033946922909066334, 0.2340383529663086, False, 1000, 10.056818181818182, 21
r30c114/30.114.237.cnf, True, 0.015000440783773016, 0.23224902153015137, False, 1000, 10.043478260869565, 19
r30c114/30.114.189.cnf, False, 6.175674560259127e-07, 0.19156289100646973, False, 1000, 10.10204081632653, 30
r30c114/30.114.140.cnf, False, 1.0249839313578453e-12, 0.2201986312866211, False, 1000, 9.882352941176471, 40
r30c114/30.114.179.cnf, True, 0.9113052086448379, 0.22371387481689453, False, 1000, 9.0, 8
r30c114/30.114.248.cnf, True, 0.7942651987016218, 0.22578048706054688, False, 1000, 10.5, 9
r30c114/30.114.197.cnf, True, 1.1019483977754776, 0.18241643905639648, False, 1000, 10.071428571428571, 10
r30c114/30.114.111.cnf, False, 0.00024385214269814773, 0.23859381675720215, False, 1000, 10.010204081632653, 24
r30c114/30.114.262.cnf, True, 1.1130616080344475, 0.17745709419250488, False, 1000, 10.116279069767442, 10
r30c114/30.114.186.cnf, True, 0.9791424782299702, 0.18160510063171387, False, 1000, 9.75, 9
r30c114/30.114.78.cnf, False, 1.351972066033084e-37, 0.24125170707702637, False, 1000, 9.91304347826087, 73
r30c114/30.114.268.cnf, False, 0.0011705453770459824, 0.2498636245727539, False, 1000, 9.86111111111111, 22
r30c114/30.114.1.cnf, False, 1.5190509152162553e-12, 0.22887754440307617, False, 1000, 10.011210762331839, 40
r30c114/30.114.258.cnf, False, 5.042903137188606e-09, 0.23521828651428223, False, 1000, 10.066838046272494, 34
r30c114/30.114.171.cnf, False, 3.7592199312218377e-32, 0.24321317672729492, False, 1000, 10.044444444444444, 67
r30c114/30.114.101.cnf, False, 0.0028849739816449063, 0.24702072143554688, False, 1000, 9.91864406779661, 21
r30c114/30.114.142.cnf, False, 1.1315536384926042e-82, 0.21372747421264648, False, 1000, 9.958732498157701, 119
r30c114/30.114.202.cnf, False, 3.9543444334366854e-28, 0.24913883209228516, False, 1000, 10.027426160337553, 62
r30c114/30.114.74.cnf, False, 0.0006527938690886466, 0.24309301376342773, False, 1000, 9.428571428571429, 22
r30c114/30.114.64.cnf, False, 1.251217929918383e-10, 0.2426009178161621, False, 1000, 10.124567474048442, 37
r30c114/30.114.222.cnf, False, 0.0001078737771397911, 0.21350955963134766, False, 1000, 10.089655172413794, 25
r30c114/30.114.33.cnf, False, 0.006458379779404469, 0.24370503425598145, False, 1000, 9.937965260545905, 20
r30c114/30.114.49.cnf, True, 1.0622572038784248, 0.25421667098999023, False, 1000, 9.428571428571429, 9
r30c114/30.114.288.cnf, False, 9.475809652182187e-05, 0.24431777000427246, False, 1000, 10.005847953216374, 25
r30c114/30.114.117.cnf, True, 0.3570211503159779, 0.2353811264038086, False, 1000, 10.5, 7
r30c114/30.114.152.cnf, False, 1.4439954778088455e-11, 0.1897294521331787, False, 1000, 9.833333333333334, 38
r30c114/30.114.223.cnf, False, 0.006581125863061786, 0.22942042350769043, False, 1000, 9.955223880597014, 20
r30c114/30.114.252.cnf, False, 0.003028251432291191, 0.24803900718688965, False, 1000, 9.95945945945946, 21
r30c114/30.114.164.cnf, False, 1.5709244555998025e-07, 0.24845027923583984, False, 1000, 9.992395437262358, 31
r30c114/30.114.132.cnf, False, 2.151155153375545e-26, 0.23219752311706543, False, 1000, 10.100263852242744, 60
r30c114/30.114.26.cnf, True, 0.04454312477705699, 0.24930477142333984, False, 1000, 9.76388888888889, 17
r30c114/30.114.269.cnf, True, 0.09748080660795735, 0.22908377647399902, False, 1000, 10.0, 16
r30c114/30.114.51.cnf, True, 0.9663764639940609, 0.29011034965515137, False, 1000, 9.8, 9
